"triggerID"	"name"	"exp"	"z3exp"	"upname"	"description"
"580"	"Lock is unlock"	"lock = unlock"	"lock == 1"	"home"	"this trigger fires when your lock is unlock"
"581"	"Nexia automation runs"	"home automation = run"	"home automation == 0"	"home"	"this trigger fires when a home automation runs"
"582"	"VOC value is crossed"	"air voc = not equal value"	"air voc != 0"	"air"	"this trigger fires when the voc (volatile organic compound) sensor value is above or below the value"
"583"	"My kid arrives at home"	"door = open"	"door == 2"	"home"	"this trigger fires when your kid arrives at home"
"585"	"Current pollen count rise above"	"weather current_pollen_count = greater value"	"weather current_pollen_count > 0"	"weather"	"this trigger monitors your local pollen levels and fires every time the pollen count rise above the value   (1-12)"
"590"	"New song played"	"speaker song = play"	"speaker song == 0"	"speaker"	"this trigger fires when a song is played on amazon prime music"
"592"	"Rain detect"	"weather rain = detect"	"weather rain == 0"	"sensor"	"this trigger fires when your sensor rain gauge detects that it is raining"
"593"	"Any new SMS received"	"text sms= receive"	"text sms == 0"	"text"	"this trigger fires when you receive any new sms on your android device"
"594"	"Today's weather report"	"weather current_weather = report"	"weather current_weather == 0"	"weather"	"this trigger retrieves today's current weather report"
"595"	"Tomorrow's weather report"	"weather tomorrow_weather = report"	"weather tomorrow_weather == 0"	"weather"	"this trigger retrieves tomorrow's weather report"
"596"	"Battery drops below 15 "	"phone battery = less 15"	"phone battery < 0"	"phone"	"this trigger fires when your android device's battery drops below 15"
"597"	"Door event"	"door = change"	"door == 1"	"garage"	"this trigger fires on every door event"
"598"	"Carbon dioxide rise above"	"air co2 = greater value"	"air co2 > 3"	"sensor"	"this trigger fires when the carbon dioxide rise above a value  "
"600"	"Cook timer finished"	"cook timer = finish"	"cook timer == 0"	"cook"	"this trigger fires when your cook timer has finished"
"601"	"Moisture detect"	"device moisture = detect"	"device moisture == 0"	"home"	"this trigger fires when your home device detects moisture"
"603"	"Timer Finished"	"clock timer = finish"	"clock timer == 0"	"clock"	"this trigger fires an event when countdown is finished"
"607"	"Kettle has finished boiling"	"kettle = turn on"	"kettle == 0"	"cook"	"this trigger fires when the cook ikettle 3"
"609"	"Battery is low"	"siren battery = low"	"siren battery == 0"	"alarm"	"this trigger fires evert time the alarm   detects low batteries"
"610"	"Alarm Went Off"	"clock = alarm"	"clock == 0"	"clock"	"this trigger fires an event when the clock clock app fires an alarm"
"614"	"Temperature rise above"	"air temperature = greater value"	"air temperature > 1"	"temp"	"this trigger fires when the temperature measured by your temp rise above the value  "
"615"	"Carbon monoxide warning"	"air co  = warning_level"	"air co == 0"	"alarm"	"this trigger fires when the alarm   detects warning carbon monoxide levels"
"616"	"Action Button Pressed"	"clock button = press"	"clock button == 0"	"clock"	"this trigger fires when you press the action button on clock time"
"617"	"Device Connects"	"wifi device = connect"	"wifi device == 0"	"wifi"	"this trigger fires when a device connects to wifi"
"618"	"Device Disconnects"	"wifi device = disconnect"	"wifi device == 1"	"wifi"	"this trigger fires when a device disconnects from wifi"
"624"	"Bhome went offline"	"home cloud = offline"	"home cloud == 0"	"home"	"this trigger fires when home loses connection to the cloud"
"626"	"New video clip recorded"	"camera video = record"	"camera video == 0"	"home"	"this trigger fires when your home records a video clip"
"627"	"Activity detect in a security mode"	"sensor activity = detect"	"sensor activity == 0"	"home"	"this trigger fires when home detects activity in a security mode"
"629"	"Alarm occurs on system"	"siren = turn on"	"siren == 0"	"home"	"this trigger fires when an alarm is triggered on your system"
"632"	"Indoor temperature rise above"	"air temperature = greater value"	"air temperature > 1"	"thermostat"	"this trigger fires when the indoor temperature rise above a value that is specified"
"634"	"Indoor Temperature drops below"	"air temperature = less value"	"air temperature < 0"	"thermostat"	"this trigger fires when the indoor temperature drops below a value that is specified"
"635"	"Away mode is entered"	"home mode = away"	"home mode == 5"	"thermostat"	"this trigger fires when my thermostat enters away mode"
"638"	"Away mode is cancelled"	"home mode = change"	"home mode == 7"	"thermostat"	"this trigger fires when away mode is canceled on my thermostat"
"640"	"Button pressed"	"switch = press"	"switch == 1"	"home"	"this trigger fires when button is pressed"
"647"	"Long Press"	"switch = long press"	"switch == 0"	"switch"	"this trigger fires when you do a long press on the configured logi button"
"649"	"Double Press"	"switch = double press"	"switch == 2"	"switch"	"this trigger fires when you do a double press on the configured logi button"
"654"	"Hub status changed"	"hub state = specific"	"hub state == 0"	"home"	"this trigger fires when the hub is in a specific state"
"657"	"Temperature drops below"	"air temperature = less value"	"air temperature < 0"	"temp"	"this trigger fires when the temperature measured by your temp drops below the value  "
"675"	"Switched on"	"switch = turn on"	"switch == 3"	"switch"	"this trigger fires when your switch is turn on"
"676"	"Switched off"	"switch = turn off"	"switch == 5"	"switch"	"this trigger fires when your switch is turn off"
"679"	"Standby mode entered"	"switch mdoe = standby"	"switch mdoe == 0"	"switch"	"this trigger fires when your switch enters standby mode"
"680"	"Pusher pressed"	"switch = press"	"switch == 1"	"time"	"this trigger is fired from the assigned pusher on your jaguar watch"
"681"	"Pusher pressed"	"switch = press"	"switch == 1"	"phone"	"this trigger is fired from the assigned pusher on your phone watch"
"682"	"Pusher pressed"	"switch = press"	"switch == 1"	"phone"	"this trigger is fired from the assigned pusher on your lotus watch"
"684"	"Audio event detect"	"sensor audio = detect"	"sensor audio == 0"	"camera"	"this trigger fires when an audio event is detect"
"685"	"Motion event detect"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"camera"	"this trigger fires when a motion event is detect"
"686"	"Sensor activated"	"sensor = turn on"	"sensor == 2"	"home"	"this trigger fires when a sensor has been activated"
"690"	"Disconnects from a specific WiFi network"	"phone wifi = disconnect"	"phone wifi == 2"	"phone"	"this trigger fires when your phone disconnects from a wifi network  "
"691"	"Update received"	"air update = receive"	"air update == 0"	"home"	"this trigger fires when a temperature/humidity/lux update is received from specified sensor/tag(s)"
"692"	"Motion detect"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"home"	"this trigger fires when your blink camera detects motion"
"694"	"Any new photo"	"camera new_photo = take"	"camera new_photo == 0"	"camera"	"this trigger fires when you take any new photo via do camera"
"696"	"New observation"	"weather = new observation"	"weather == 2"	"weather"	"this trigger fires when your weather smart weather station has a new observation"
"697"	"Lightning strike"	"weather = lightning strike"	"weather == 1"	"weather"	"this trigger fires when your weather smart weather station detects a lightning strike"
"698"	"Temperature drops below"	"weather temperature = less value"	"weather temperature < 0"	"weather"	"this trigger fires when your weather smart weather station's temperature drops below a value you select"
"699"	"Wind speed rise above"	"weather wind_speed = greater value"	"weather wind_speed > 0"	"weather"	"this trigger fires when your weather smart weather station's wind speed rise above a value that you select"
"700"	"Rain detect"	"weather rain = detect"	"weather rain == 0"	"weather"	"this trigger fires when your weather smart weather station detects the start of rain"
"703"	"Humidity drops below"	"air humidity = less value"	"air humidity < 0"	"weather"	"this trigger fires when your weather smart weather station's humidity drops below a value you select"
"704"	"Pressure drops below"	"air pressure = less value"	"air pressure < 0"	"weather"	"this trigger fires when your weather smart weather station's pressure drops below a value you select"
"706"	"Pressure rise above"	"air pressure = greater value"	"air pressure > 1"	"weather"	"this trigger fires when your weather smart weather station's pressure rise above a value you select"
"708"	"Solar radiation rise above"	"air solar_radiation = greater value"	"air solar_radiation > 0"	"weather"	"this trigger fires when your weather smart weather station's solar radiation rise above a value that you select"
"711"	"Humidity rise above"	"air humidity = greater value"	"air humidity > 1"	"weather"	"this trigger fires when your weather smart weather station's humidity rise above a value you select"
"726"	"Lock unlock"	"lock = unlock"	"lock == 1"	"lock"	"this trigger fires when the specified lock is unlock"
"728"	"Lock locked by specific person"	"lock = lock"	"lock == 0"	"lock"	"this trigger fires when your lock is locked by a specific person"
"738"	"We detect that someone has woken up"	"home mode = wake up"	"home mode == 4"	"home"	"this trigger fires when everyone has woken up"
"739"	"Motion detect"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"home"	"this trigger fires when motion is detect"
"741"	"We detect that the home is empty"	"home mode = away"	"home mode == 5"	"home"	"this trigger fires when every family member has left"
"743"	"Door open"	"door = open"	"door == 2"	"home"	"this trigger fires when a specific door opens"
"744"	"At least one person arrives home"	"home mode = home"	"home mode == 0"	"home"	"this trigger fires when at least one family member has come home"
"746"	"Temperature reading received"	"air temperature = receive"	"air temperature == 5"	"home"	"this trigger fires when a specific sensor reads the temperature"
"747"	"We detect that everyone has gone to sleep"	"home mode = sleep"	"home mode == 3"	"home"	"this trigger fires when everyone has gone to sleep"
"750"	"Motion detect"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"sensor"	"this trigger fires when motion is detect"
"760"	"Switched on"	"switch = turn on"	"switch == 3"	"switch"	"this trigger fires when your switch is turn on"
"761"	"uHoo sensor alert"	"sensor num = greater value"	"sensor num > 0"	"sensor"	"this trigger fires when your sensor breaches the target sensor value"
"764"	"Air quality changed"	"air quality = update"	"air quality == 4"	"air"	"this trigger fires when your air purifier registers an air quality   (poor, moderate, good)"
"772"	"Motion detect"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"home"	"this trigger fires when a z-wave sensor detects motion"
"773"	"Water leak detect"	"water leak = detect"	"water leak == 0"	"home"	"this trigger fires when a z-wave sensor detects water leak"
"786"	"Pollution is high"	"air pollution = higher"	"air pollution == 0"	"air"	"this trigger fires when global air pollution is higher than 50"
"801"	"Thinga was clicked"	"switch = press"	"switch == 1"	"switch"	"this trigger fires when you click a button on switch"
"802"	"Motion detect"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"camera"	"this trigger fires when motion is detect (based on the specified criteria)"
"809"	"New motion event"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"camera"	"this trigger fires when the camera detects a motion event"
"811"	"New sound event"	"sensor sound = detect"	"sensor sound == 0"	"camera"	"this trigger fires when the camera detects a sound event"
"819"	"iZone system temperature rise above"	"air temperature = greater value"	"air temperature > 1"	"home"	"this trigger fires when the ac unit temperature rise above a specified value"
"823"	"Any outgoing phone call ends"	"phone call = call"	"phone call == 0"	"phone"	"this trigger fires when you place a phone call on your android device"
"828"	"Any new photo"	"phone new_photo = take"	"phone new_photo == 0"	"text"	"this trigger fires when a new photo is taken on your android device"
"830"	"Any incoming phone call missed"	"phone call = miss"	"phone call == 4"	"phone"	"this trigger fires when you miss a phone call on your android device"
"838"	"New event added from search"	"calendar event = add"	"calendar event == 1"	"text"	"this trigger fires when a new event is added to any of your calendars that contains a specific keyword or phrase"
"841"	"Any new photo"	"camera new_photo = add"	"camera new_photo == 1"	"text"	"this trigger fires when a new photo is added to your camera roll"
"849"	"Switched on"	"switch = turn on"	"switch == 3"	"switch"	"this trigger fires when your switch is turn on"
"850"	"Switched off"	"switch = turn off"	"switch == 5"	"switch"	"this trigger fires when your switch is turn off"
"873"	"User entered a room"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"sensor"	"this trigger fires when a user enters a room"
"874"	"Smoke alarm warning"	"air smoke = warning_level"	"air smoke == 0"	"alarm"	"this trigger fires when the alarm   detects warning smoke levels"
"877"	"Carbon monoxide emergency"	"air co = warning_level"	"air co == 0"	"alarm"	"this trigger fires when the alarm   detects dangerous carbon monoxide levels"
"883"	"Moodo is started"	"air device = start"	"air device == 1"	"air"	"this trigger fires when a air device is started"
"884"	"Moodo is stopped"	"air device = stop"	"air device == 0"	"air"	"this trigger fires when air is stopped"
"885"	"Device's AQI is below"	"air quality = less value"	"air quality < 0"	"air"	"this trigger fires when your airvisual device's aqi is below a value  "
"887"	"Favorite is applied for Moodo device"	"air device favorite = apply"	"air device favorite == 0"	"air"	"this triggers fires when favorite is applied for air device"
"888"	"Device's AQI is above"	"air quality = greater value"	"air quality > 1"	"air"	"this trigger fires when your airvisual device's aqi is above a value  "
"892"	"Switched off"	"light = turn off"	"light == 4"	"light"	"this trigger fires when your dimmer is turn off"
"893"	"Switched on"	"light = turn on"	"light == 0"	"light"	"this trigger fires when your dimmer is turn on"
"895"	"Switched off"	"switch = turn off"	"switch == 5"	"switch"	"this trigger fires when your switch is turn off"
"896"	"Any incoming phone call ends"	"phone call = answer"	"phone call == 1"	"phone"	"this trigger fires when you answer a phone call on your android device"
"905"	"Litter Robot Events"	"litter_box event = trigger"	"litter_box event == 0"	"litter_box"	"this trigger fires when an event is triggered from your litter robot"
"908"	"FridgeCam detects that an item has been added to the shopping list"	"refrigerator item = add"	"refrigerator item == 0"	"cook"	"this trigger fires when an item is added to the fridge"
"913"	"Humidity rise above or Drops below"	"air humidity = not equal value"	"air humidity != 6"	"sensor"	"this trigger monitors the sensor device's built-in humidity sensor readings and fires whenever the humidity rise above or drops below the value  "
"927"	"Robot Started"	"sweeper = start"	"sweeper == 0"	"sweeper"	"this trigger fires when your robot starts a job"
"928"	"Every month on the"	"time = specific time"	"time == 5"	"time"	"this trigger fires every month on the day and time  "
"930"	"Sound is detect"	"sensor sound = detect"	"sensor sound == 0"	"home"	"this trigger fires when vivocam detect a sound event"
"932"	"Motion is detect"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"home"	"this trigger fires when vivocam detect a motion event"
"934"	"Device connects"	"wifi device = connect"	"wifi device == 0"	"wifi"	"this trigger fires when a specific device connects to wifi"
"936"	"Alarm event"	"home alarm_event = occur"	"home alarm_event == 0"	"home"	"this trigger fires when an event related to the home alarm happens"
"944"	"Device or group is turn on"	"device = turn on"	"device == 2"	"home"	"this trigger fires when the specified device/group is turn on"
"948"	"Temperature rise above"	"air temperature = greater value"	"air temperature > 1"	"home"	"this trigger fires when home detects the temperature to rise above a value  "
"950"	"Doorsensor Event"	"door = change"	"door == 1"	"home"	"this trigger fires when door sensor state change"
"954"	"Presence detect"	"sensor device_presence = detect"	"sensor device_presence == 0"	"home"	"this trigger fires when your home device's presence is detect"
"955"	"Alert detect"	"water alarm = detect"	"water alarm == 0"	"water"	"this trigger fires when water detects an alert"
"956"	"Water Leak detect"	"water leak = detect"	"water leak == 0"	"home"	"this trigger fires when a water leak is detect or no longer detect"
"959"	"Smoke alarm is detect"	"sensor smoke = detect"	"sensor smoke == 0"	"camera"	"this trigger fires when a camera cam detects a smoke alarm"
"961"	"New sleep logged"	"home mode = sleep"	"home mode == 3"	"home"	"this trigger fires when your home logs new sleep"
"962"	"Smoke or CO Alarm detect"	"siren = turn on"	"siren == 0"	"home"	"this trigger fires when an alarm sounds"
"963"	"Door opens, closes or moves"	"door = change"	"door == 1"	"home"	"this trigger fires when a door opens, closes, or moves"
"964"	"Window opens, closes or moves"	"window = change"	"window == 1"	"home"	"this trigger fires when a window opens, closes, or moves"
"965"	"Temperature crosses a value"	"air temperature = not equal value"	"air temperature != 8"	"home"	"this trigger fires when the current temperature goes above or below your set temperature values"
"971"	"Device connected"	"wifi device = connect"	"wifi device == 0"	"wifi"	"this trigger fires when a client device connects to the d-link router"
"972"	"Device disconnected"	"wifi device = disconnect"	"wifi device == 1"	"wifi"	"this trigger fires when a client device disconnects from the d-link router"
"973"	"Host Wi-Fi information is changed"	"wifi host_information = change"	"wifi host_information == 0"	"wifi"	"this trigger fires when when information related to the host wi-fi status, name or password is changed"
"974"	"Guest Wi-Fi information is changed"	"wifi guest_information = change"	"wifi guest_information == 0"	"wifi"	"this trigger fires when when information related to the guest wi-fi status, name or password is changed"
"977"	"When I get into bed"	"sensor go_bed = detect"	"sensor go_bed == 0"	"sensor"	"this trigger fires when your sensor detects that you get into bed, within the start and end time parameters that  "
"979"	"Export my last sleep data"	"sensor last_sleep_data = ready"	"sensor last_sleep_data == 0"	"sensor"	"this trigger fires once your last sleep data is ready for exportation"
"981"	"Device is switched on"	"device = turn on"	"device == 2"	"home"	"this trigger fires when your device is switched on"
"983"	"Device is switched off"	"device = turn off"	"device == 7"	"home"	"this trigger fires when your device is switched off"
"985"	"Intrusion is detect"	"sensor intrusion = detect"	"sensor intrusion == 0"	"home"	"this trigger fires when an intrusion is detect by your security system"
"986"	"A specific person has been seen"	"sensor specific_person = detect"	"sensor specific_person == 0"	"camera"	"this trigger fires when netatmo welcome detects a specific person already known by the camera"
"987"	"Scene is launched"	"home scene = start"	"home scene == 0"	"home"	"this trigger fires when a scene is launched"
"988"	"CO2 is __ ppm"	"air co2 = value"	"air co2 == 2"	"home"	"this trigger fires when when the co2 is equal to the ppm you specified"
"994"	"Motion detect by camera"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"camera"	"this trigger fires when the camera detects motion"
"999"	"turn on"	"device = turn on"	"device == 2"	"switch"	"this trigger fires when the device turn on"
"1000"	"turn off"	"device = turn off"	"device == 7"	"switch"	"this trigger fires when the device turn off"
"1001"	"Button press"	"switch = press"	"switch == 1"	"home"	"this trigger fires whenever you press the selected button on your wink home"
"1003"	"Temperature drops below"	"air temperature = less value"	"air temperature < 0"	"thermostat"	"this trigger fires when the temperature drops below a value  "
"1005"	"Thermostat indoor temperature is greater than"	"air temperature = greater value"	"air temperature > 1"	"thermostat"	"this trigger fires when your thermostat thermostat senses that the indoor temperature is greater than a specific value you supply"
"1008"	"Thermostat indoor temperature is less than"	"air temperature = less value"	"air temperature < 0"	"thermostat"	"this trigger fires when your thermostat thermostat senses that the indoor temperature is less than a specific value you supply"
"1010"	"Human detect"	"sensor person = detect"	"sensor person == 0"	"camera"	"this trigger fires when a human is detect by camera camera"
"1011"	"close"	"door = close"	"door == 0"	"home"	"this trigger fires when the gate complete close"
"1023"	"Night mode turn off"	"speaker night_mode = turn off"	"speaker night_mode == 1"	"speaker"	"this trigger fires when your speaker board turn off night mode"
"1024"	"Night mode turn on"	"speaker night_mode = turn on"	"speaker night_mode == 0"	"speaker"	"this trigger fires when your speaker board turn on night mode"
"1035"	"Smart Button is pressed"	"switch = press"	"switch == 1"	"wifi"	"this trigger fires when solis's smart button is pressed once"
"1036"	"When electricity is low carbon (by country)"	"energy climate_impact = low"	"energy climate_impact == 0"	"energy"	"this trigger fires when the climate impact of country electricity is low"
"1037"	"When electricity is high carbon (by country)"	"energy climate_impact = high"	"energy climate_impact == 1"	"energy"	"this trigger fires when the climate impact of country electricity is high"
"1038"	"Total Connect security panel alarm detect"	"siren = turn on"	"siren == 0"	"home"	"this trigger fires when my total connect security panel receives an alarm"
"1040"	"ZEEQ 'Start Sleep' Button"	"switch = press"	"switch == 1"	"home"	"this trigger fires when you press the 'start sleep' button in the home app"
"1044"	"Filter life drops below value"	"air filter_life = less value"	"air filter_life < 0"	"air"	"this trigger fires when the remaining filter-life drops below a set percentage"
"1046"	"Air quality change"	"air quality = update"	"air quality == 4"	"air"	"this trigger fires when the air purifier detects a certain air quality (very good, good, moderate, or bad)"
"1050"	"Air purifier turn on"	"air purifier = turn on"	"air purifier == 0"	"air"	"this trigger fires when the air purifier turn on"
"1055"	"Voltage rise above or Drops below"	"sensor battery_voltage = not equal value"	"sensor battery_voltage != 1"	"sensor"	"this trigger monitors the voltage of the batteries or usb power and fires whenever the voltage rise above or drops below the value  "
"1056"	"New Sensor Data Received"	"sensor new_data = receive "	"sensor new_data == 0"	"sensor"	"this trigger fires when your sensor receives new sensor data"
"1057"	"External-DS18B20-Temperature-Probe-1 rise above or Drops below"	"air temperature = not equal value"	"air temperature != 8"	"sensor"	"this trigger monitors the sensor device's external ds18b20 temperature probe 1's readings and fires whenever the temperature rise above or drops below the value   (available for ws1 and ws1-pro devices)"
"1058"	"Light rise above or Drops below"	"sensor llight = not equal value"	"sensor llight != 1"	"sensor"	"this trigger monitors the sensor device's built-in light sensor readings and fires whenever the light level rise above or drops below the value in lux  "
"1059"	"Device is offline"	"sensor = offline"	"sensor == 1"	"sensor"	"this trigger fires when your sensor device is offline"
"1069"	"turn on"	"light = turn on"	"light == 0"	"light"	"this trigger fires when the device turn on"
"1070"	"turn off"	"light = turn off"	"light == 4"	"light"	"this trigger fires when the device turn off"
"1072"	"Open door alarm"	"refrigerator door = open"	"refrigerator door == 0"	"refrigerator"	"this trigger fires after any door is left open for 18 minutes"
"1073"	"Refrigerator door open"	"refrigerator door = open"	"refrigerator door == 0"	"refrigerator"	"this trigger fires when your refrigerator door is open"
"1082"	"End of cycle"	"dishwasher cycle = end"	"dishwasher cycle == 0"	"dishwasher"	"this trigger fires when your dishwasher finishes a cycle"
"1083"	"Rinse aid levels low"	"dishwasher rinse_aid_level = low"	"dishwasher rinse_aid_level == 0"	"dishwasher"	"this trigger fires when your dishwasher senses that you need to add rinse aid"
"1084"	"Leak detect"	"dishwasher leak = detect"	"dishwasher leak == 0"	"dishwasher"	"this trigger fires when your dishwasher detects a leak"
"1085"	"Filter needs cleaning"	"dishwasher filter = need clean"	"dishwasher filter == 0"	"dishwasher"	"this trigger fires when your dishwasher senses that your filter needs to be cleaned"
"1089"	"turn on"	"light = turn on"	"light == 0"	"light"	"this trigger fires when the device turn on"
"1090"	"turn off"	"light = turn off"	"light == 4"	"light"	"this trigger fires when the device turn off"
"1091"	"Alert"	"camera alarm = raise"	"camera alarm == 0"	"camera"	"this trigger fires when an alert is raised by the selected device"
"1103"	"A leak was detect"	"heater leak = detect"	"heater leak == 0"	"heater"	"this trigger fires when a leak is detect by the specified device"
"1104"	"Your device has disconnected"	"heater = offline"	"heater == 0"	"heater"	"this trigger fires when your device goes offline, meaning it is no longer able to reach the cloud"
"1105"	"Your water heater has exceeded its energy use value"	"water hot energy = greater value"	"water hot energy > 0"	"heater"	"this trigger fires when your water heater exceeds its energy use value"
"1110"	"Irrigation started"	"irrigator = start"	"irrigator == 0"	"irrigator"	"this trigger fires when an irrigation has started"
"1111"	"Irrigation stopped"	"irrigator = stop"	"irrigator == 2"	"irrigator"	"this trigger fires when an irrigation has stopped"
"1112"	"Watering time stops"	"water watering = stop"	"water watering == 2"	"water"	"this trigger fires when a watering time stops for the device your specify"
"1113"	"Event registered"	"water event = register"	"water event == 0"	"water"	"this trigger fires when an event is registered for the device  "
"1114"	"Display turn on"	"speaker display = turn on"	"speaker display == 0"	"speaker"	"this trigger fires when speaker's display turn on"
"1119"	"Connects to a Bluetooth device"	"phone bluetooth = connect"	"phone bluetooth == 1"	"phone"	"this trigger fires when your phone connects to a bluetooth device"
"1121"	"Connects to any WiFi network"	"phone wifi = connect"	"phone wifi == 0"	"phone"	"this trigger fires when your phone connects to any wifi network"
"1123"	"Soil is wet"	"irrigator soil = wet"	"irrigator soil == 0"	"irrigator"	"this trigger fires if soil is wet enough for given irrigation area compared to your moisture borders"
"1125"	"Irrigation has started"	"irrigator = start"	"irrigator == 0"	"irrigator"	"this trigger fires if irrigation for an irrigation area has started"
"1126"	"Energy Saving Mode is activated"	"home mode = energy saving"	"home mode == 2"	"sensor"	"this trigger fires when the energy saving mode scene is activated"
"1127"	"Hourly average AQI from my device"	"air quality = update"	"air quality == 4"	"air"	"this trigger fires when the hourly aqi of your device is updated"
"1128"	"AQI from my device"	"air quality = update"	"air quality == 4"	"air"	"this trigger fires when the aqi of your device is updated"
"1129"	"AQI by location"	"air quality = update"	"air quality == 4"	"air"	"this trigger fires when the aqi at your location is updated"
"1130"	"Hourly average AQI from my device above value"	"air quality = update"	"air quality == 4"	"air"	"this trigger fires when the hourly aqi of your device exceeds a selected value"
"1131"	"AQI by location and above value"	"air quality = greater value"	"air quality > 1"	"air"	"this trigger fires when the aqi at your location exceeds a selected value"
"1132"	"Data from my device above value"	"air quality = greater value"	"air quality > 1"	"air"	"this trigger fires when the aqi of your device exceeds a selected value"
"1133"	"Air quality is unhealthy"	"air quality = unhealthy"	"air quality == 2"	"air"	"this trigger fires when the air quality measured from your air monitor is unhealthy"
"1134"	"Button pressed"	"air monitor_button  = press"	"air monitor_button == 0"	"air"	"this trigger fires when the button on air monitor is pressed briefly"
"1135"	"Air quality is very unhealthy"	"air quality = very unhealthy"	"air quality == 3"	"air"	"this trigger fires when the air quality measured from your air monitor is very unhealthy"
"1136"	"New air quality reading"	"air new_quality = reading available"	"air new_quality == 0"	"air"	"this trigger fires when a new air quality is reading available"
"1139"	"Person detect"	"sensor person = detect"	"sensor person == 0"	"camera"	"this trigger fires when a person is detect on your camera device"
"1140"	"Sound detect"	"sensor sound = detect"	"sensor sound == 0"	"camera"	"this trigger fires when a sound is detect by the selected camera device"
"1141"	"Motion detect"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"camera"	"this trigger fires when the selected camera device detects  motion"
"1142"	"Face recognized"	"sensor face = recognize"	"sensor face == 0"	"camera"	"this trigger is fired when an enrolled or selected face is detect by the camera device"
"1143"	"Doorbell button pressed"	"door doorbell = press"	"door doorbell == 0"	"camera"	"this trigger fires when the swann video doorbell button is pressed"
"1145"	"Low battery"	"sensor battery = low"	"sensor battery == 0"	"camera"	"this trigger is fired when a low battery is detect on the selected swann wireless security device"
"1146"	"Pet detect"	"sensor pet = detect"	"sensor pet == 0"	"camera"	"this trigger fires when a pet is detect on the selected camera device"
"1148"	"Vehicle detect"	"sensor vehicle = detect"	"sensor vehicle == 0"	"camera"	"this trigger fires when a vehicle is detect by the selected camera device"
"1151"	"Air conditioning is turn on"	"AC = turn on"	"AC == 0"	"air"	"this trigger fires when your air conditioning is turn on"
"1152"	"New Alarm"	"refrigerator alarm = raise"	"refrigerator alarm == 0"	"refrigerator"	"this trigger fires when your fridge raises an alarm"
"1158"	"Motion detect"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"camera"	"this trigger fires when a specified camera detects motion"
"1167"	"When FetchIt Button is Pressed"	"switch = press"	"switch == 1"	"home"	"this trigger fires when fetch-it button is pressed or long pressed"
"1168"	"Enter a room"	"sensor person = detect"	"sensor person == 0"	"sensor"	"this trigger fires when you enter a room"
"1169"	"Leave a room"	"sensor person = no detect"	"sensor person == 1"	"sensor"	"this trigger fires when you leave a room"
"1171"	"When Leak detect"	"water leak = detect"	"water leak == 0"	"home"	"this trigger fires whenever water leak is detect by home supported z-wave sensor"
"1176"	"Scene was triggered"	"home scene = start"	"home scene == 0"	"home"	"this trigger fires when a scene happened"
"1177"	"Test alarm"	"sensor test_alarm = launch"	"sensor test_alarm == 0"	"sensor"	"this trigger fires when your smoke detector launches a test alarm"
"1178"	"Heat alarm"	"sensor heat_alarm = detect"	"sensor heat_alarm == 0"	"sensor"	"this trigger fires when your smoke detector detects a heat alarm"
"1187"	"Door open"	"dishwasher door = open"	"dishwasher door == 0"	"dishwasher"	"this trigger fires when your dishwasher door has been open"
"1188"	"Cycle starts"	"dishwasher cycle = start"	"dishwasher cycle == 1"	"dishwasher"	"this trigger fires when your dishwasher cycle starts"
"1198"	"Coffee machine started"	"coffee_machine = start"	"coffee_machine == 1"	"coffee_machine"	"this trigger fires when your coffee machine has started"
"1201"	"Out of water"	"coffee_machine water_tank = empty"	"coffee_machine water_tank == 0"	"coffee_machine"	"this trigger fires when the water tank is empty"
"1202"	"Out of beans"	"coffee_machine bean_container = empty"	"coffee_machine bean_container == 0"	"coffee_machine"	"this trigger fires when the bean container is empty"
"1206"	"Any new motion"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"home"	"this trigger fires when your home device senses motion"
"1207"	"Hood turn on"	"hood = turn on"	"hood == 0"	"home"	"this trigger fires when your hood is turn on"
"1208"	"Grease filter saturation reached"	"home grease_filter = saturate"	"home grease_filter == 0"	"home"	"this trigger fires when the grease filter saturation is reached"
"1209"	"Hood turn off"	"hood = turn off"	"hood == 1"	"home"	"this trigger fires when your hood is turn off"
"1211"	"Light switched on"	"light = turn on"	"light == 0"	"light"	"this trigger fires when your wemo light switches on"
"1212"	"Regenerative carbon filter saturation reached"	"home regenerative_carbon_filter = saturate"	"home regenerative_carbon_filter == 0"	"home"	"this trigger fires when the regenerative carbon filter saturation is reached"
"1213"	"Light switched off"	"light = turn off"	"light == 4"	"light"	"this trigger fires when your wemo light switches off"
"1215"	"Refrigerator door open too long"	"refrigerator door = open"	"refrigerator door == 0"	"refrigerator"	"this trigger fires when your refrigerator door was left open too long"
