"actionID"	"name"	"exp"	"z3exp"	"upname"	"description"
"646"	"Turn On Privacy Mode"	"camera privacy_mode = turn on"	"camera privacy_mode == 0"	"camera"	"this action will turn on camera's privacy mode"
"648"	"Lock Lockitron"	"lock = lock"	"lock == 0"	"lock"	"this action will lock the lock you specify"
"651"	"Change color of  light"	"light color = change"	"light color == 1"	"light"	"this action will change the color of your  light"
"652"	"MyMilan scene"	"home scene = start"	"home scene == 0"	"home"	"this action will execute the scene created in the home application"
"653"	"Set hub mode"	"hub mode = set"	"hub mode == 0"	"home"	"this action will set the hub to a specific mode"
"655"	"Turn on device"	"device = turn on"	"device == 2"	"home"	"this action will turn on   your device"
"656"	"Turn off device"	"device = turn off"	"device == 7"	"home"	"this action will turn off   your device"
"658"	"Activate scene"	"light scene = turn on"	"light scene == 0"	"light"	"this action will activate a scene"
"659"	"Set light level"	"light brightness_level = set"	"light brightness_level == 1"	"light"	"this action will set a lutron dimmer or switch to the level you specify"
"660"	"Set shade position"	"shutter = set"	"shutter == 1"	"light"	"this action will set a lutron shade to the position you specify"
"661"	"Turn off the light"	"light = turn off"	"light == 4"	"light"	"this action will turn off the selected light"
"663"	"Turn on"	"device = turn on"	"device == 2"	"home"	"this action will turn on a device"
"664"	"Turn off"	"device = turn off"	"device == 7"	"home"	"this action will turn off a device"
"667"	"Open Sesame"	"lock = unlock"	"lock == 1"	"lock"	"this action will unlock your lock smart lock"
"668"	"Set scene"	"light scene = set"	"light scene == 1"	"light"	"this action will set your  light to a pre-defined scene"
"669"	"Bot turn off"	"switch = turn off"	"switch == 5"	"switch"	"this action will trigger the specified bot to turn off the switch"
"673"	"Create a note"	"text note = create"	"text note == 0"	"text"	"this action will create a new note in the notebook you specify"
"688"	"Activate Away mode"	"heater mode = away"	"heater mode == 0"	"heater"	"this action will activate away mode on heater heat"
"693"	"Run a scene by scene name"	"speaker scene = run"	"speaker scene == 0"	"speaker"	"this action will run a scene by the name of scene"
"701"	"Rain delay"	"water mode =  rain_delay "	"water mode == 1"	"water"	"this action will put the water in rain delay mode for a certain period of time"
"702"	"Stop watering"	"water = turn off"	"water == 1"	"water"	"this action will stop all watering on a device"
"705"	"Snooze"	"irrigator water = stop"	"irrigator water == 1"	"irrigator"	"this action will skip all watering events for a certain period of time"
"707"	"Start a zone"	"water = turn on"	"water == 0"	"water"	"this action will start a zone you specify"
"709"	"do not water"	"irrigator = stop"	"irrigator == 2"	"irrigator"	"this action will prevent irrigator device from watering in the next few days"
"710"	"Stop all watering"	"irrigator water = stop"	"irrigator water == 1"	"irrigator"	"this action will cancel all running watering events"
"727"	"Turn on"	"switch = turn on"	"switch == 3"	"switch"	"this action will turn a wemo turn on"
"730"	"Change brightness"	"light brightness_level = change"	"light brightness_level == 2"	"light"	"this action will change brightness of a dimmer to a specified level/percentage"
"731"	"Set system to a mode"	"home mode = set"	"home mode == 6"	"home"	"this action will set your system to a selected mode"
"732"	"Bot turn on"	"switch = turn on"	"switch == 3"	"switch"	"this action will trigger the specified bot to turn on the switch"
"733"	"Turn ON"	"switch = turn on"	"switch == 3"	"switch"	"this action will turn the specified switch or group of switches on"
"734"	"Play the text to speech"	"speaker text_speech = play"	"speaker text_speech == 0"	"speaker"	"this action will play the text to speech in the hearing aid, if the hearing aid is connected to an iphone"
"735"	"Play the text to speech"	"speaker text_speech = play"	"speaker text_speech == 0"	"speaker"	"this action will play the text to speech in the hearing aid, if the hearing aid is connected to an iphone"
"736"	"Play the text to speech"	"speaker text_speech = play"	"speaker text_speech == 0"	"speaker"	"this action will play the text to speech in the hearing aid, if the hearing aid is connected to an iphone"
"737"	"Turn off Hive View monitoring"	"camera = turn off"	"camera == 2"	"camera"	"this action will turn your camera camera monitoring off"
"740"	"Turn device on"	"device = turn on"	"device == 2"	"home"	"this action will turn a device on given a name"
"742"	"Turn device off"	"device = turn off"	"device == 7"	"home"	"this action will turn a device off given a name"
"745"	"Stop robot"	"sweeper = stop"	"sweeper == 3"	"sweeper"	"this action will stop your robot"
"748"	"Close Sesame"	"lock = lock"	"lock == 0"	"lock"	"this action will lock your lock smart lock"
"752"	"Turn On SpotCam"	"camera = turn on"	"camera == 0"	"camera"	"this action will turn on the designated camera"
"753"	"Turn On Alert"	"camera alert_function = turn on"	"camera alert_function == 0"	"camera"	"this action will turn on your camera's alert function"
"754"	"Turn Off SpotCam"	"camera = turn off"	"camera == 2"	"camera"	"this action will turn off the designated camera"
"755"	"Move To Preset Point"	"camera point = move"	"camera point == 0"	"camera"	"this action will move your camera to the preset point"
"756"	"Play sound"	"siren = turn on"	"siren == 0"	"alarm"	"this action will play the sound you selected on your siren"
"757"	"Take a Snapshot and Email It"	"camera snapshot = take"	"camera snapshot == 0"	"camera"	"this action will take a snapshot and email it to your camera account email address"
"759"	"Turn on"	"plug = turn on"	"plug == 0"	"plug"	"this action will turn on your smart plug"
"768"	"Set a thermostat to heating mode"	"thermostat mode = set"	"thermostat mode == 8"	"home"	"this action will set a z-wave thermostat you specify to heating mode"
"770"	"Set a dimmer"	"light brightness_level = set"	"light brightness_level == 1"	"home"	"this action will set a z-wave dimmer to a level you specify"
"771"	"Turn on a switch"	"switch = turn on"	"switch == 3"	"home"	"this action will turn on a z-wave switch you specify"
"774"	"Set a thermostat to cooling mode"	"thermostat mode = set"	"thermostat mode == 8"	"home"	"this action will set a z-wave thermostat you specify to cooling mode"
"775"	"Set a thermostat to off"	"thermostat = turn off"	"thermostat == 4"	"home"	"this action will set a z-wave thermostat you specify to off"
"776"	"Lock a door"	"door = close"	"door == 0"	"home"	"this action will close a z-wave door you specify"
"777"	"Turn relay on momentarily"	"switch = turn on"	"switch == 3"	"home"	"this action will turn a relay on for 300 milliseconds"
"778"	"Volume Up"	"speaker volume = increase"	"speaker volume == 1"	"speaker"	"this action will increase the volume by a small amount"
"779"	"Volume Down"	"speaker volume = decrease"	"speaker volume == 0"	"speaker"	"this action will decrease the volume by a small amount"
"780"	"Blink  light"	"light = blink"	"light == 3"	"light"	"this action will make your  light quickly blink the color of your choice"
"781"	"Pause robot"	"sweeper = stop"	"sweeper == 3"	"sweeper"	"this action will pause your robot"
"782"	"Turn on light for a specific duration"	"light = turn on"	"light == 0"	"light"	"this action will turn your hive light on for a specific duration"
"793"	"Set temperature"	"air temperature  = value"	"air temperature == 8"	"air"	"this action will set your air thermostat to the temperature you specify"
"794"	"Set mode"	"thermostat mode = home"	"thermostat mode == 0"	"air"	"this action will set your air thermostat to home, away or sleep mode"
"798"	"Call me and play audio"	"phone call = call"	"phone call == 0"	"phone"	"this action will call your phone number to play an mp3 audio file"
"799"	"Turn on then off"	"switch = turn on"	"switch == 3"	"switch"	"this action will turn a turn on then immediately back off"
"803"	"Turn on motion notifications"	"camera motion_notification = turn on"	"camera motion_notification == 0"	"camera"	"this action turn on all motion notifications for all your cameras from your camera app"
"804"	"Turn off motion notifications"	"camera motion_notification = turn off"	"camera motion_notification == 1"	"camera"	"this action turn off all motion notifications for all your cameras from your camera app"
"805"	"Stop recording"	"camera recording = stop"	"camera recording == 0"	"camera"	"this action stops recording on one or all of your cameras"
"806"	"Start recording"	"camera recording = start"	"camera recording == 2"	"camera"	"this action starts recording on one or all of your cameras"
"807"	"Arm location"	"camera mode = arm"	"camera mode == 0"	"camera"	"this action will arm the camera location you specify"
"808"	"Disarm location"	"camera mode = disarm"	"camera mode == 1"	"camera"	"this action will disarm the camera location you specify"
"810"	"Move a curtain"	"shutter = change"	"shutter == 2"	"shutter"	"this action will move a current products automated drapery system linked to your account in the shutter app"
"812"	"Boil the kettle"	"kettle = turn on"	"kettle == 0"	"cook"	"this action will boil a cook ikettle 3"
"813"	"Run scene"	"home scene = start"	"home scene == 0"	"home"	"this action will run a scene"
"815"	"Turn on device"	"device = turn on"	"device == 2"	"home"	"this action will turn on your device"
"816"	"Set a zone temperature"	"heater temperature = 23"	"heater temperature == 2"	"heater"	"this action sets an override on target temperature of   your zones"
"817"	"Send Robolinho® home to base station (stop mowing)"	"mower = stop"	"mower == 4"	"mower"	"this action will stop your mower"
"818"	"Turn on"	"switch = turn on"	"switch == 3"	"switch"	"this action will turn a turn on"
"848"	"Turn off"	"switch = turn off"	"switch == 5"	"switch"	"this action will turn a turn off"
"855"	"Turn off"	"light = turn off"	"light == 4"	"light"	"this action will turn a light off"
"857"	"Turn off alarm"	"siren = turn off"	"siren == 3"	"home"	"this action will stop a gentlerise alarm "
"858"	"Snooze alarm"	"siren = turn off"	"siren == 3"	"clock"	"this action will stop alarm on clock"
"861"	"Turn on"	"window = turn on"	"window == 0"	"window"	"this action will turn on your window"
"863"	"Call a phone number and play text"	"phone number text = call play"	"phone number text == 0"	"phone"	"this action will call a phone number to play customizable text"
"864"	"Turn on Nanoleaf smart light"	"light = turn on"	"light == 0"	"light"	"this action will turn on the light product"
"865"	"Turn off Nanoleaf smart light"	"light = turn off"	"light == 4"	"light"	"this action will turn off the light product "
"866"	"Set mood"	"light mode = set"	"light mode == 0"	"light"	"this action will set the  light in the specified room to   the six available moods"
"868"	"Outdoor Monitoring On"	"camera = turn on"	"camera == 0"	"camera"	"this action will turn your outdoor hive camera monitoring on"
"869"	"Turn on warming"	"bed warm = turn on"	"bed warm == 0"	"home"	"this action will turn on bed warming for the side of the bed you choose"
"870"	"Boost heating"	"thermostat mode = heat"	"thermostat mode == 2"	"thermostat"	"this action will boost heating to the temperature and duration you specify"
"872"	"Set mode to manual at a specific temperature"	"thermostat mode = manual "	"thermostat mode == 12"	"thermostat"	"this action will set thermostat to manual at a specific temperature indefinitely"
"875"	"Start Shower"	"water shower = start"	"water shower == 0"	"shower"	"this action will start your shower preference"
"876"	"Record video"	"camera recording = start"	"camera recording == 2"	"ring"	"this action will record 60 seconds of video from your ring"
"878"	"Show notice"	"clock notice = show"	"clock notice == 0"	"clock"	"this action will show a simple notice on your clock"
"879"	"Turn on fan for 15 minutes"	"thermostat fan = turn on"	"thermostat fan == 0"	"thermostat"	"this action will turn on your hvac system fan for the amount of time you specify in your nest fan timer setting (default is 15 minutes)"
"880"	"Kick-start Moodo"	"air = turn on"	"air == 0"	"air"	"this action will start your air with top fan power for selected period of time"
"881"	"Stop Moodo"	"air = turn off"	"air == 1"	"air"	"this action will stop your air"
"882"	"Start Moodo"	"air = turn on"	"air == 0"	"air"	"this action will start your air"
"886"	"Switch Moodo AIR into Diffuser mode"	"air mode = diffuser"	"air mode == 0"	"air"	"this action will make air air device to blow out fragrance instead of air purifying"
"889"	"Switch Moodo AIR into Purifier mode"	"air mode = purify"	"air mode == 2"	"air"	"this action will make air air device to purify air instead of blowing out fragrance"
"897"	"Change color temperature"	"light color_temperature = change"	"light color_temperature == 0"	"light"	"this action will change the color temperature of your light"
"898"	"Change light brightness"	"light brightness_level = change"	"light brightness_level == 2"	"light"	"this action will change the brightness of your light"
"901"	"Scenario"	"home scene = start"	"home scene == 0"	"home"	"this action will activate a scenario"
"906"	"Clean by Room"	"sweeper = start"	"sweeper == 0"	"sweeper"	"this action will clean a specific room in your home"
"910"	"Open door"	"garage door = open"	"garage door == 1"	"garage"	"this action will open the garage door"
"911"	"Change color"	"light color = change"	"light color == 1"	"home"	"this action will change the color of your bulb"
"912"	"Close garage"	"garage door = close"	"garage door == 0"	"home"	"this action will close garage door by a device"
"914"	"Change color temperature"	"light color_temperature = change"	"light color_temperature == 0"	"home"	"this action will change the color temperature of your bulb"
"915"	"Change brightness"	"light brightness_level = change"	"light brightness_level == 2"	"home"	"this action will change the brightness of your bulb"
"916"	"Activate a scene"	"home scene = start"	"home scene == 0"	"home"	"this action will activate a selected scene from you account"
"917"	"Close a relay"	"switch = turn off"	"switch == 5"	"switch"	"this action will close a relay"
"918"	"Lock device"	"switch = turn off"	"switch == 5"	"switch"	"this action will lock a device, preventing use of the physical buttons on the device"
"919"	"turn on a socket"	"switch = turn on"	"switch == 3"	"switch"	"this action will turn on your socket"
"920"	"turn off a socket"	"switch = turn off"	"switch == 5"	"switch"	"this action will turn off a socket"
"921"	"Fully lock a device"	"switch = turn off"	"switch == 5"	"switch"	"this action will fully lock a device, preventing both the use of physical buttons and radio control of the device"
"922"	"Unlock a device"	"switch = turn on"	"switch == 3"	"switch"	"this action will unlock a device, allowing use of the physical buttons on the device"
"923"	"Turn on light"	"light = turn on"	"light == 0"	"light"	"this action will turn on your light"
"924"	"Dim a light"	"light brightness_level = set"	"light brightness_level == 1"	"light"	"this action will set a dim level on your light"
"925"	"Activate manual mode"	"thermostat mode = manual"	"thermostat mode == 12"	"heater"	"this action will set the specified thermostat to manual mode"
"926"	"Mute"	"speaker = mutes"	"speaker == 1"	"speaker"	"this action will mutes a speaker player"
"931"	"Turn on Guard"	"home mode = enable"	"home mode == 11"	"home"	"this action will enable vivocam guard mode"
"935"	"Turn off Guard"	"home mode = disable"	"home mode == 10"	"home"	"this action will disable vivocam guard mode"
"938"	"Enable a quick action"	"heater action = enable"	"heater action == 1"	"heater"	"this action will enable a quick action at   your locations"
"939"	"Disable a quick action"	"heater action = disable"	"heater action == 0"	"heater"	"this action will remove any existing quick action at your location and set your heating system to follow the schedule"
"940"	"Turn hot water on"	"water hot= turn on"	"water hot == 0"	"heater"	"this action will turn the hot water at   your locations on"
"941"	"Turn on"	"device = turn on"	"device == 2"	"home"	"this action will turn on the device/group of your choosing"
"942"	"Scene control"	"home scene = set"	"home scene == 1"	"home"	"this action will control your scene"
"943"	"Activate Scene"	"home scene = start"	"home scene == 0"	"home"	"this action will activate the specified scene"
"945"	"Set light brightness"	"wifi guest_wifi = disable"	"wifi guest_wifi == 0"	"home"	"this action will set your light to a specified brightness"
"946"	"Set light color"	"light color = set"	"light color == 0"	"home"	"this action will set the light to specified color"
"947"	"Turn off"	"device = turn off"	"device == 7"	"home"	"this action will turn off the device/group of your choosing"
"949"	"Turn A/C on"	"AC = turn on"	"AC == 0"	"AC"	"this action will turn your ac a/c on and set to a temperature you specify"
"951"	"Turn on outlet"	"home outlet = turn on"	"home outlet == 0"	"home"	"this acttion will turn on home outlet"
"952"	"Set the brightness"	"light brightness_level = set"	"light brightness_level == 1"	"light"	"this action will set your mirror's brightness"
"953"	"Change the setpoint"	"thermostat setpoint  = value"	"thermostat setpoint == 0"	"thermostat"	"this action will change the setpoint of a device to the desired value"
"957"	"Turn water on"	"water = turn on"	"water == 0"	"water"	"this action will turn your home’s water on"
"958"	"Turn WiFi off"	"wifi = turn off"	"wifi == 1"	"wifi"	"this action will turn your wifi off"
"966"	"Turn  wifi on"	"wifi = turn on"	"wifi == 0"	"wifi"	"this action will turn your  wifi on"
"967"	"Turn  wifi off"	"wifi = turn off"	"wifi == 1"	"wifi"	"this action will turn your  wifi off"
"968"	"Reboot"	"wifi router = reboot"	"wifi router == 0"	"wifi"	"this action will reboot your d-link router"
"969"	"Guest  wifi on"	"wifi guest_wifi = enable"	"wifi guest_wifi == 1"	"wifi"	"this action will enable the guest  wifi network"
"970"	"Guest  wifi off"	"wifi guest_wifi = disable"	"wifi guest_wifi == 0"	"wifi"	"this action will disable the guest  wifi network"
"975"	"Set temperature"	"heater temperature  = value"	"heater temperature == 0"	"heater"	"this action will set the temperature of a thermostat or thermostatic radiator valve"
"976"	"Set TRV Position 5"	"heater radiator = set"	"heater radiator == 0"	"heater"	"this action will set the position of a thermostatic radiator valve "
"980"	"Close Shade"	"shutter = close"	"shutter == 0"	"home"	"this action will close the shade"
"982"	"turn on"	"device = turn on"	"device == 2"	"home"	"this action will turn on your device"
"984"	"turn off"	"device = turn off"	"device == 7"	"home"	"this action will turn off your device"
"989"	"Turn on the air purifier"	"air purifier = turn on"	"air purifier == 0"	"air"	"this action will turn on the air purifier"
"990"	"Run scene"	"switch scene = run"	"switch scene == 0"	"switch"	"this action will run a scene"
"991"	"turn on"	"switch = turn on"	"switch == 3"	"switch"	"this action will turn on your device "
"992"	"Enable camera motion detection"	"siren motion_detection = turn on"	"siren motion_detection == 0"	"camera"	"this action will enable motion detection on   your camera cameras"
"993"	"Disable camera motion detection"	"siren motion_detection = turn off"	"siren motion_detection == 1"	"camera"	"this action will disable motion detection on   your camera cameras"
"996"	"Turn on"	"device = turn on"	"device == 2"	"switch"	"this action will turn on a device"
"997"	"Turn off"	"device = turn off"	"device == 7"	"switch"	"this action will turn off a device"
"998"	"Toggle"	"device = change"	"device == 4"	"switch"	"this action will toggle a device"
"1002"	"Launch a TaHoma scene"	"home scene = start"	"home scene == 0"	"home"	"this action will launch a tahoma scene"
"1004"	"Turn off device"	"device = turn off"	"device == 7"	"home"	"this action will turn off a device"
"1006"	"Turn on device"	"device = turn on"	"device == 2"	"home"	"this action will turn on a device"
"1007"	"Run percentage action"	"device command = trigger"	"device command == 0"	"home"	"this action will trigger a device command"
"1012"	"Activate your camera"	"camera = turn on"	"camera == 0"	"camera"	"this action will set your camera on"
"1019"	"Boost hot water"	"water hot = turn on"	"water hot == 0"	"thermostat"	"this action will boost your hot water for 1 hour"
"1021"	"Change view"	"window view = change"	"window view == 0"	"window"	"this action will change the view of your window to a randomly selected view"
"1022"	"Search view"	"window view = search"	"window view == 1"	"window"	"this action will change the view of your window based on your search query"
"1025"	"Turn off"	"window = turn off"	"window == 2"	"window"	"this action will turn off your window"
"1026"	"Show clock"	"window clock = show"	"window clock == 0"	"window"	"this action will show clock on your window"
"1027"	"Hide clock"	"window clock = hide"	"window clock == 1"	"window"	"this action will hide clock on your window"
"1028"	"Hide weather forecast"	"window weather_forecast = hide"	"window weather_forecast == 1"	"window"	"this action will hide weather forecast on your window"
"1029"	"Show weather forecast"	"window weather_forecast = show"	"window weather_forecast == 0"	"window"	"this action will show weather forecast on your window"
"1030"	"Show today's events"	"window event = display"	"window event == 0"	"window"	"this action will display today's events on your window"
"1031"	"Hide calendar"	"window calendar = hide"	"window calendar == 1"	"window"	"this action will hide calendar on your window"
"1032"	"Show calendar"	"window calendar = display"	"window calendar == 0"	"window"	"this action will display calendar on your window"
"1033"	"Fire rule in coqon"	"home rule = fire"	"home rule == 0"	"home"	"this action will fire the associated rule on our home box"
"1039"	"Turn on the AC "	"AC = turn on"	"AC == 0"	"AC"	"this action will turn on the AC "
"1041"	"Arm my  Total Connect security panel"	"home security_mode = arm"	"home security_mode == 0"	"home"	"this action will arm your  total connect security system to stay or away mode"
"1042"	"Adjust fan mode"	"air humidifier fan_mode = adjust"	"air humidifier fan_mode == 0"	"humidifier"	"this action will adjust your humidifier to your specified fan mode (max, high, medium, low, min, off)"
"1043"	"Turn on air purifier"	"air purifier = turn on"	"air purifier == 0"	"air"	"this action turn on your air purifier"
"1045"	"Change mode"	"air mode = change"	"air mode == 1"	"air"	"this action changes modes (auto, sleep)"
"1047"	"Change fan speed"	"air fan speed = low"	"air fan speed == 0"	"air"	"this action turn the fan to a designated speed (low, medium, high)"
"1048"	"Turn off air purifier"	"air purifier = turn off"	"air purifier == 1"	"air"	"this action turn off your air purifier"
"1051"	"Start Robolinho® (start mowing)"	"mower= start"	"mower == 1"	"mower"	"this action will start your robolinho® (start mowing)"
"1052"	"Toggle Robolinho® start / stop (mowing / pause)"	"mower= start"	"mower == 1"	"mower"	"this action will start your robolinho® if he is not mowing already"
"1053"	"Set temperature for a period of time"	"air temperature  = value"	"air temperature == 8"	"thermostat"	"this action will set your  thermostat to hold a temperature for a specified period of time"
"1054"	"Resume thermostat program"	"thermostat program = resume"	"thermostat program == 0"	"thermostat"	"this action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event"
"1066"	"Change brightness"	"light brightness_level = change"	"light brightness_level == 2"	"light"	"this action will change brightness of a device to a specified level/percentage"
"1067"	"Turn off"	"device = turn off"	"device == 7"	"light"	"this action will turn off a device"
"1068"	"Toggle"	"device = change"	"device == 4"	"light"	"this action will toggle a device"
"1071"	"Set target temperature"	"air temperature  = value"	"air temperature == 8"	"AC"	"this action will set a target temperature on your window ac unit"
"1074"	"Set refrigerator to sabbath mode"	"refrigerator mode = sabbath"	"refrigerator mode == 0"	"swtich"	"this action will set the sabbath mode for your ge refrigerator"
"1075"	"Set new mode"	"thermostat mode = new"	"thermostat mode == 15"	"thermostat"	"this action will set a new mode for all your thermostat"
"1076"	"Set temperature"	"air temperature  = value"	"air temperature == 8"	"thermostat"	"this action will set the desired temperature for the specified thermostat"
"1080"	"Set cook timer and mode"	"cook cooker mode = set"	"cook cooker mode == 0"	"cook"	"this action will adjust your slow cooker to your specified cooking mode (high, low, keep warm, off) for a selected time period"
"1081"	"Turn off switch"	"switch = turn off"	"switch == 5"	"switch"	"this action will turn off a switch in your switch system"
"1086"	"Change brightness"	"light brightness_level = change"	"light brightness_level == 2"	"light"	"this action will change the brightness of a dimmer to a specified level/percentage"
"1087"	"Turn off"	"device = turn off"	"device == 7"	"light"	"this action will turn off a device"
"1088"	"Toggle"	"device = change"	"device == 4"	"light"	"this action will toggle a device"
"1092"	"Change color"	"sensor color = change"	"sensor color == 0"	"sensor"	"this action will change your sensor to the color you specify"
"1093"	"Set a zone temperature"	"air temperature  = value"	"air temperature == 8"	"thermostat"	"this action sets an override on target temperature of   your zones"
"1095"	"Enable quick action"	"thermostat action = enable"	"thermostat action == 1"	"thermostat"	"this action will enable a quick action at   your locations"
"1096"	"Disable a quick action"	"thermostat action = disable"	"thermostat action == 0"	"thermostat"	"this action will remove any existing quick action at your location and set your heating system to follow the schedule"
"1097"	"Open InfoWall on my projector"	"projector app = open"	"projector app == 0"	"projector"	"this action will open the infowall app on my projector"
"1101"	"Change Schedule Mode"	"water schedule_mode = change"	"water schedule_mode == 0"	"water"	"this action will allow you to change the schedule mode on the leak detector"
"1102"	"Reset Alarms"	"water alarm = reset"	"water alarm == 1"	"water"	"this action will reset the alarm state on the controller"
"1106"	"Turn on light"	"light = turn on"	"light == 0"	"garage"	"this action will turn on the light"
"1107"	"Open door"	"garage door = open"	"garage door == 1"	"garage"	"this action will open the door"
"1108"	"Turn off light"	"light = turn off"	"light == 4"	"garage"	"this action will turn off the light"
"1109"	"Close door"	"garage door = close"	"garage door == 0"	"garage"	"this action will close the door"
"1115"	"Open"	"shutter = open"	"shutter == 3"	"home"	"this action will open the curtain"
"1116"	"Door Open"	"door = open"	"door == 2"	"home"	"this action will open the door"
"1117"	"turn on"	"light = turn on"	"light == 0"	"home"	"this action will turn on light"
"1118"	"Execute Scene"	"home scene = start"	"home scene == 0"	"home"	"this action will execute preconfigured scene"
"1120"	"Set Level to"	"device level = set"	"device level == 0"	"home"	"this action will sets level of a device to specific value"
"1124"	"Dock"	"mower = park"	"mower == 0"	"mower"	"this action will send your mower to the dock"
"1137"	"Run scene"	"home scene = start"	"home scene == 0"	"home"	"this action will run a scene"
"1138"	"turn on"	"device = turn on"	"device == 2"	"home"	"this action will turn on your device"
"1144"	"Resume"	"speaker = resume"	"speaker == 0"	"speaker"	"this action will resume playback"
"1150"	"Change air conditioning mode"	"AC mode = change"	"AC mode == 6"	"air"	"this action will change the air conditioning to a specific mode"
"1153"	"Change Mode"	"refrigerator mode = change"	"refrigerator mode == 1"	"refrigerator"	"this action will change the mode in your cooling device"
"1154"	"Smart plug"	"plug = turn on"	"plug == 0"	"home"	"this action actives when the associated trigger is triggered"
"1156"	"Set thermostat indefinite hold"	"air temperature = value"	"air temperature == 8"	"thermostat"	"this action will set the thermostat into an indefinite hold with the specified temperature"
"1157"	"Bot press"	"switch = turn on"	"switch == 3"	"switch"	"this action will trigger the specified bot to press the switch"
"1159"	"Turn camera on"	"camera = turn on"	"camera == 0"	"camera"	"this action will turn on the camera you specify"
"1160"	"Turn camera off"	"camera = turn off"	"camera == 2"	"camera"	"this action will turn off the camera you specify"
"1161"	"Turn notifications off"	"camera motion_notification = turn off"	"camera motion_notification == 1"	"camera"	"this action will turn off the motion and sound triggered notifications from the camera you specify"
"1162"	"Turn notifications on"	"camera motion_notification = turn on"	"camera motion_notification == 0"	"camera"	"this action will turn on the motion and sound triggered notifications from the camera you specify"
"1163"	"Light on"	"light = turn on"	"light == 0"	"home"	"this action will turn the light on"
"1164"	"Open door"	"door = open"	"door == 2"	"home"	"this action will open the door"
"1165"	"Light off"	"light = turn off"	"light == 4"	"home"	"this action will turn the light off"
"1166"	"Close door"	"door = close"	"door == 0"	"home"	"this action will close the door"
"1170"	"Activate Night Mode"	"home mode = night"	"home mode == 9"	"home"	"the action will set night mode on thigaos device like light"
"1172"	"Activate siren/strobe"	"siren = turn on"	"siren == 0"	"home"	"this action will activate your home alerting device's siren and/or strobe"
"1173"	"Deactivate siren/strobe"	"siren = turn off"	"siren == 3"	"home"	"this action will deactivate your home alerting device's siren and/or strobe"
"1175"	"Set scene"	"home scene = set"	"home scene == 1"	"home"	"this action will set a scene"
"1179"	"Lexi All device Off"	"device = turn off"	"device == 7"	"light"	"this action will turn off all light device"
"1180"	"Lexi All device On"	"device = turn on"	"device == 2"	"light"	"this action will turn on all light device"
"1181"	"Lexi Device On"	"device = turn on"	"device == 2"	"light"	"this action will turn on selected light device"
"1182"	"Lexi Group Scene On"	"light scene = set"	"light scene == 1"	"light"	"this action will apply on selected light scene on a group"
"1183"	"Lexi Group Off"	"light = turn off"	"light == 4"	"light"	"this action will turn off selected light group"
"1184"	"Lexi Group On"	"light = turn on"	"light == 0"	"light"	"this action will turn on the selected group"
"1185"	"Lexi Device Off"	"light = turn off"	"light == 4"	"light"	"this action will turn off selected light device"
"1191"	"Set to a mode"	"thermostat mode = set"	"thermostat mode == 8"	"thermostat"	"this action will set your thermostat to a certain mode"
"1192"	"Color control"	"light color = set"	"light color == 0"	"home"	"This action  control the color of your device"
"1193"	"Brightness control"	"light brightness_level = set"	"light brightness_level == 1"	"home"	"this action  control the brightness of your device"
"1194"	"Power control"	"light power =  control"	"light power == 0"	"home"	"this action  control the power of your device"
"1196"	"Start coffee milk mix program"	"coffee_machine mix_program = start"	"coffee_machine mix_program == 0"	"coffee_machine"	"this action will start the selected coffee milk mix program with your preferred settings"
"1197"	"Start coffee world program"	"coffee_machine world_program = start"	"coffee_machine world_program == 0"	"coffee_machine"	"this action will start the selected coffee world program with your preferred settings"
"1199"	"Mow"	"mower = start"	"mower == 1"	"mower"	"this action will send your mower to mow"
"1200"	"Turn off coffee machine"	"coffee_machine = turn off"	"coffee_machine == 2"	"coffee_machine"	"this action will turn off your coffee machine"
"1204"	"Turn on functional light"	"light = turn on"	"light == 0"	"home"	"this action will turn on the functional light of your hood with the selected brightness"
"1205"	"Start program"	"hood program = start"	"hood program == 0"	"home"	"this action will start the selected hood program"
"1210"	"Turn off ambient light"	"light = turn off"	"light == 4"	"home"	"this action will turn off the ambient light of your hood"
"1217"	"Pause program"	"cleaning_robot program = pause"	"cleaning_robot program == 1"	"cleaning_robot"	"this action will pause the active program"
"1218"	"Change cleaning mode"	"cleaning_robot mode = change"	"cleaning_robot mode == 0"	"cleaning_robot"	"this action will change the mode of an active cleaning program"
"1219"	"Run a HomeSeer system event"	"home event = run"	"home event == 0"	"home"	"this action will run a home system event"
"1220"	"Turn on a device"	"device = turn on"	"device == 2"	"home"	"this action will turn on a device attached to your home system"
"1221"	"Turn off a device"	"device = turn off"	"device == 7"	"home"	"this action will turn off a device attached to your home system"
"1225"	"Dock"	"sweeper = park"	"sweeper == 2"	"sweeper"	"this action will send your sweeper connected robot vacuum back to base"
"1227"	"Activate scene"	"shutter scene = activate"	"shutter scene == 0"	"shutter"	"this action will activate a scene created in the rollease acmeda app"
"1229"	"Activate Auto Lock"	"lock = lock"	"lock == 0"	"lock"	"this action will activate auto lock"
"1231"	"Deactivate Auto Lock"	"lock = unlock"	"lock == 1"	"lock"	"this action will deactivate auto lock"
"1233"	"Arm stay"	"home security_mode = arm"	"home security_mode == 0"	"home"	"this action will arm your home system with you and/or your family in the house"
