
t_action
actionId	deviceId	attribute	newValue
1500	123	equipment status	1
1501	92	equipment status	1
1502	79	equipment status	5
1503	79	wind speed	4
1504	82	equipment status	1
1505	81	equipment status	1
1506	83	equipment status	1
1507	89	equipment status	1
1508	91	equipment status	1
1509	94	equipment status	2
1510	113	equipment status	2
1511	117	equipment status	1
1512	115	equipment status	1
1513	74	equipment status	2
1514	81	equipment status	2
1516	74	equipment status	2
1517	79	equipment status	4
1518	74	equipment status	2
1519	84	equipment status	1
1520	81	timing	4
1521	75	equipment status	2
1522	74	equipment status	1
1523	106	equipment status	1
1524	96	equipment status	1
1525	108	equipment status	1
1526	98	equipment status	1
1527	104	equipment status	1
1528	101	equipment status	1
1529	99	equipment status	5
1530	111	equipment status	2
1531	112	equipment status	2
1532	120	volume	5
1533	122	equipment status	1
1534	113	equipment status	2
1535	114	equipment status	1
1536	116	equipment status	5
1537	121	equipment status	2
1538	115	equipment status	1
1539	116	equipment status	5
1540	122	equipment status	1
1541	121	equipment status	1
1542	118	equipment status	2
1543	119	equipment status	1
1544	112	equipment status	2
1545	117	equipment status	1
1546	121	equipment status	1
1550	111	equipment status	1
1551	82	wind speed	1
1552	75	equipment status	1
1553	74	equipment status	1
1554	91	equipment status	2
1556	92	equipment status	1
1559	86	equipment status	1
1560	107	equipment status	1
1561	99	equipment status	4
1562	104	equipment status	1
1563	103	equipment status	1
1564	95	equipment status	1
1565	112	equipment status	1
1566	96	equipment status	1
1567	98	screen brightness	9
1568	120	equipment status	1
1570	101	timing	1
1571	113	equipment status	3
1572	113	equipment status	2
1573	113	equipment status	4
1574	115	equipment status	1
1575	101	timing	2
1576	91	equipment status	1
1577	117	equipment status	1
1578	88	equipment status	1
1579	88	equipment status	1
1580	88	equipment status	1
1581	104	equipment status	1
1582	106	equipment status	1
1583	101	timing	1
1584	116	wind speed	1
1585	119	equipment status	1
1586	106	equipment status	1
1587	123	equipment status	1
1588	86	equipment status	1
1589	103	equipment status	1
1590	117	equipment status	1
1591	118	equipment status	1
1592	107	equipment status	1
1593	84	equipment status	1
1594	119	equipment status	1
1595	104	equipment status	1
1596	106	equipment status	1
1597	116	Timing	1
1598	109	equipment status	1
1601	79	temperature	25
1602	82	wind speed	2
1603	74	equipment status	1
1605	84	equipment status	1
1606	98	equipment status	1
1607	98	screen brightness	8
1608	99	temperature	25
1609	111	equipment status	2
1610	111	equipment status	2
1611	110	equipment status	1
1612	113	equipment status	2
1613	107	equipment status	1
1614	86	equipment status	1
1615	92	equipment status	1
1616	91	equipment status	1
1617	96	equipment status	1
1618	75	equipment status	2
1619	77	equipment status	1
1620	101	timing	1
1621	91	equipment status	2
1622	111	equipment status	2
1623	74	equipment status	1
1624	85	equipment status	1
1627	121	equipment status	2
1628	79	equipment status	1
1629	110	equipment status	1
1630	106	equipment status	1
1631	90	equipment status	1
1632	77	equipment status	1
1633	76	equipment status	2
1634	84	equipment status	1
1637	74	equipment status	2
1638	82	wind speed	4
1640	83	equipment status	1
1641	77	equipment status	1
1642	116	equipment status	4
1643	106	equipment status	1
1644	112	equipment status	1
1645	115	equipment status	1
1646	111	equipment status	1
1647	111	equipment status	2
1648	117	equipment status	1
1649	82	equipment status	1
1650	86	equipment status	1
1651	79	equipment status	4
1652	74	equipment status	1
1653	92	equipment status	1
1654	95	equipment status	2
1655	96	equipment status	1
1656	108	equipment status	1
1657	99	equipment status	4
1658	98	screen brightness	5
1659	94	equipment status	1
1660	111	equipment status	2
1668	111	equipment status	1
1669	112	equipment status	1
1670	111	equipment status	2
1671	120	volume	6
1672	120	volume	1
1673	122	equipment status	2
1674	113	equipment status	2
1675	114	equipment status	2
1676	110	equipment status	1
1677	121	equipment status	1
1678	116	equipment status	4
1679	116	temperature	26
1680	116	Timing	5
1681	113	equipment status	2
1682	117	equipment status	1
1683	114	equipment status	1
1684	114	volume	5
1685	114	screen brightness	7
1686	73	equipment status	1
1687	78	equipment status	1
1688	91	equipment status	2
1689	81	equipment status	2
1690	91	equipment status	1
1691	89	equipment status	1
1693	86	equipment status	1
1694	85	equipment status	1
1695	84	equipment status	1
1696	101	timing	1
1697	100	equipment status	1
1698	106	equipment status	1
1699	98	screen brightness	11
1700	98	screen brightness	11
1701	118	equipment status	1
1702	113	equipment status	1
1704	110	equipment status	1
1705	110	equipment status	1
1706	74	equipment status	1
1708	104	equipment status	1
1709	74	equipment status	2
1710	74	equipment status	2
1711	74	equipment status	2
1712	74	equipment status	2
1713	79	equipment status	4
1714	84	equipment status	1
1715	99	equipment status	4
1716	102	equipment status	1
1717	103	equipment status	1
1718	99	equipment status	3
1719	95	equipment status	2
1720	109	equipment status	2
1721	108	equipment status	2
1722	116	equipment status	4
1723	111	equipment status	2
1724	111	equipment status	2
1725	111	equipment status	2
1726	117	equipment status	2
1727	73	equipment status	1
1728	111	equipment status	2
1729	78	screen brightness	7
1730	111	equipment status	2
1731	81	timing	4
1732	111	equipment status	2
1733	123	equipment status	1
1734	90	equipment status	2
1735	80	equipment status	1
1736	89	equipment status	1
1737	79	wind speed	2
1738	83	equipment status	1
1739	74	equipment status	1
1740	100	equipment status	1
1741	98	equipment status	1
1742	95	equipment status	1
1743	102	equipment status	1
1744	101	timing	1
1745	101	equipment status	1
1746	98	screen brightness	10
1747	95	equipment status	2
1748	99	equipment status	2
1749	108	equipment status	1
1750	111	equipment status	2
1751	111	equipment status	2
1752	120	equipment status	1
1753	114	equipment status	2
1754	119	equipment status	1
1755	121	equipment status	2
1756	115	timing	4
1757	114	screen brightness	5
1758	115	equipment status	1
1759	111	equipment status	2
1760	91	equipment status	2
1761	81	equipment status	1
1762	84	equipment status	1
1763	74	equipment status	1
1764	75	equipment status	1
1765	82	equipment status	1
1766	74	equipment status	2
1767	103	equipment status	1
1768	99	equipment status	4
1769	101	equipment status	2
1770	98	equipment status	2
1771	98	equipment status	2
1772	108	equipment status	2
1773	109	equipment status	2
1774	117	equipment status	1
1775	112	equipment status	1
1776	111	equipment status	2
1777	116	equipment status	4
1778	121	equipment status	1
1779	115	equipment status	1
1790	111	equipment status	2
1791	91	equipment status	1
1792	79	temperature	26
1793	79	equipment status	4
1794	79	wind speed	1
1795	84	equipment status	2
1796	81	equipment status	2
1797	86	equipment status	1
1798	89	equipment status	1
1799	96	equipment status	1
1800	104	equipment status	1
1801	107	equipment status	1
1802	108	equipment status	1
1803	99	equipment status	4
1804	99	temperature	26
1805	97	equipment status	1
1806	99	wind speed	4
1807	113	equipment status	3
1808	115	equipment status	1
1809	117	equipment status	1
1810	111	equipment status	1
1811	112	equipment status	2
1812	122	equipment status	1
1813	110	equipment status	1
1814	120	equipment status	1
1815	74	equipment status	1
1816	75	equipment status	1
1817	74	equipment status	1
1818	75	equipment status	1
1819	74	equipment status	2
1820	75	equipment status	2
1821	74	equipment status	2
1822	75	equipment status	2
1823	74	equipment status	2
1824	75	equipment status	1
1825	73	equipment status	1
1826	82	equipment status	1
1827	74	equipment status	2
1828	73	equipment status	1
1829	74	equipment status	2
1830	82	equipment status	1
1831	97	equipment status	1
1832	96	equipment status	1
1833	98	equipment status	1
1834	107	equipment status	1
1835	106	equipment status	1
1836	108	equipment status	1
1837	104	equipment status	1
1838	101	equipment status	1
1839	102	equipment status	1
1840	115	equipment status	1
1841	115	equipment status	1
1842	116	equipment status	3
1843	117	equipment status	1
1844	116	equipment status	1
1845	117	equipment status	1
1846	80	equipment status	1
1847	89	equipment status	1
1848	85	equipment status	1
1849	123	equipment status	1
1850	91	equipment status	1
1851	92	equipment status	1
1852	99	equipment status	1
1853	117	equipment status	1
1854	103	equipment status	2
1855	107	equipment status	1
1856	86	equipment status	1
1857	97	equipment status	1
1858	99	equipment status	4
1859	99	temperature	twenty two
1860	95	equipment status	2
1861	96	equipment status	2
1862	98	equipment status	2
1863	99	equipment status	1
1864	104	equipment status	2
1865	106	equipment status	2
1866	107	equipment status	2
1867	115	timing	2
1868	114	volume	7
1869	114	screen brightness	7
1870	113	equipment status	3
1871	110	equipment status	1
1872	121	equipment status	2
1873	120	volume	7
1874	116	equipment status	4
1875	114	equipment status	1
1876	121	equipment status	2
1877	82	equipment status	1
1878	82	wind speed	2
1879	79	equipment status	4
1880	79	temperature	26
1881	74	equipment status	2
1882	91	equipment status	1
1883	90	equipment status	2
1884	84	equipment status	1
1885	107	equipment status	1
1886	98	equipment status	1
1887	99	equipment status	4
1888	108	equipment status	1
1889	108	equipment status	2
1890	107	equipment status	2
1891	95	equipment status	2
1892	103	equipment status	1
1893	111	equipment status	2
1894	116	equipment status	4
1895	121	equipment status	2
1896	110	equipment status	1
1897	112	equipment status	1
1898	115	equipment status	1
1899	120	equipment status	1
1900	120	volume	7
1901	109	equipment status	2
1902	92	equipment status	1
1903	93	equipment status	1
1904	75	equipment status	1
1905	90	equipment status	1
1906	78	equipment status	2
1907	74	equipment status	2
1908	91	equipment status	1
1909	77	equipment status	1
1910	108	equipment status	1
1911	106	equipment status	1
1912	107	equipment status	1
1913	102	equipment status	1
1914	101	equipment status	2
1915	104	equipment status	1
1916	99	equipment status	4
1917	108	equipment status	2
1918	111	equipment status	2
1919	111	equipment status	2
1920	112	equipment status	1
1921	111	equipment status	1
1922	114	screen brightness	5
1923	114	volume	5
1924	112	equipment status	1
1925	120	equipment status	1
1926	74	equipment status	2
1927	109	equipment status	1
1928	112	equipment status	2
1929	92	equipment status	1
1930	92	equipment status	1
1931	99	equipment status	1
1934	82	equipment status	1
1935	79	equipment status	4
1936	116	equipment status	7
1937	106	equipment status	1
1938	98	equipment status	1
1939	104	equipment status	1
1940	93	equipment status	1
1941	81	equipment status	1
1942	83	equipment status	1
1943	91	equipment status	1
1944	95	equipment status	2
1945	97	equipment status	2
1946	101	equipment status	2
1947	99	equipment status	1
1948	115	equipment status	1
1952	117	equipment status	1
1953	75	equipment status	1
1954	78	volume	2
1955	80	equipment status	1
1956	95	equipment status	1
1957	99	temperature	26
1958	84	equipment status	1
1959	87	equipment status	2
1960	91	equipment status	2
1961	107	equipment status	2
1962	104	equipment status	1
1963	108	equipment status	1
1964	100	equipment status	1
1965	111	equipment status	1
1966	114	volume	6
1967	116	wind speed	1
1968	119	equipment status	2
1969	117	equipment status	1
1970	122	equipment status	1
1971	110	equipment status	1
1973	82	wind speed	2
1974	75	equipment status	1
1975	91	equipment status	1
1976	74	equipment status	2
1977	74	equipment status	2
1978	92	equipment status	1
1979	102	equipment status	1
1980	99	equipment status	4
1981	103	equipment status	1
1982	104	equipment status	1
1983	99	equipment status	1
1984	102	equipment status	1
1985	117	equipment status	1
1986	111	equipment status	2
1987	111	equipment status	2
1988	110	equipment status	1
1989	112	equipment status	2
1990	113	equipment status	2
1991	74	equipment status	2
1992	74	equipment status	2
1993	84	equipment status	2
1994	76	equipment status	4
1995	91	equipment status	2
1996	77	equipment status	1
1997	75	equipment status	1
1998	106	equipment status	1
1999	98	equipment status	1
2000	86	equipment status	1
2001	93	equipment status	1
2002	86	equipment status	1
2003	121	equipment status	2
2004	111	equipment status	1
2005	115	equipment status	1
2014	73	equipment status	1
2015	82	equipment status	1
2016	75	equipment status	1
2017	82	Timing	3
2018	82	wind speed	3
2019	74	equipment status	2
2020	83	equipment status	1
2022	90	equipment status	1
2023	79	equipment status	5
2024	97	equipment status	1
2025	101	equipment status	1
2026	75	equipment status	2
2027	91	equipment status	2
2028	99	equipment status	1
2029	102	equipment status	2
2030	79	equipment status	4
2031	96	equipment status	1
2032	84	equipment status	1
2033	108	equipment status	1
2034	112	equipment status	2
2035	92	equipment status	1
2036	111	equipment status	2
2037	92	equipment status	1
2038	114	screen brightness	11
2039	116	equipment status	1
2040	115	equipment status	1
2041	86	equipment status	1
2042	120	equipment status	2
2043	97	equipment status	1
2044	106	equipment status	1
2045	107	equipment status	1
2046	99	equipment status	4
2047	99	equipment status	3
2048	102	equipment status	1
2049	101	equipment status	1
2050	111	equipment status	2
2051	116	equipment status	4
2052	111	equipment status	2
2053	113	equipment status	3
2054	117	equipment status	1
2055	115	equipment status	1
2056	111	equipment status	2
2057	116	equipment status	6
2058	111	equipment status	2
2059	111	equipment status	1
2060	112	equipment status	1
2061	74	equipment status	1
2062	75	equipment status	1
2063	73	equipment status	
2064	82	equipment status	1
2065	82	equipment status	1
2066	73	equipment status	1
2067	74	equipment status	1
2068	75	equipment status	1
2069	76	equipment status	1
2070	77	equipment status	
2071	95	equipment status	1
2072	98	screen brightness	3
2073	99	wind speed	1
2074	100	equipment status	1
2075	102	equipment status	1
2076	104	equipment status	1
2077	112	equipment status	1
2078	116	wind speed	1
2079	117	equipment status	1
2080	118	equipment status	1
2081	121	equipment status	1
2082	120	equipment status	1
2083	74	equipment status	1
2084	79	temperature	26
2085	91	equipment status	1
2086	90	equipment status	1
2087	85	equipment status	1
2088	89	equipment status	1
2089	95	equipment status	1
2090	96	equipment status	1
2091	97	equipment status	1
2092	98	equipment status	1
2093	99	equipment status	2
2094	100	equipment status	1
2095	110	equipment status	1
2096	111	equipment status	1
2097	112	equipment status	1
2098	113	equipment status	1
2099	114	equipment status	1
2100	115	equipment status	1
2101	74	equipment status	1
2102	82	equipment status	1
2103	85	equipment status	1
2104	93	equipment status	2
2105	74	equipment status	1
2106	86	equipment status	1
2107	91	equipment status	1
2108	78	screen brightness	8
2109	83	equipment status	1
2110	92	equipment status	1
2111	77	equipment status	1
2112	76	equipment status	4
2113	107	equipment status	1
2114	98	equipment status	1
2115	108	equipment status	1
2116	96	equipment status	1
2117	101	equipment status	1
2118	101	equipment status	2
2119	104	equipment status	1
2120	111	equipment status	1
2121	112	equipment status	1
2122	116	equipment status	4
2123	117	equipment status	1
2124	120	equipment status	1
2125	120	volume	7
2126	112	equipment status	1
2127	114	screen brightness	7
2128	114	volume	6
2129	83	model	2
2130	74	equipment status	2
2131	106	equipment status	1
2132	73	equipment status	1
2133	111	equipment status	1
2134	82	Timing	5
2135	82	wind speed	1
2136	75	equipment status	2
2137	112	equipment status	1
2138	86	equipment status	1
2139	77	equipment status	1
2140	76	equipment status	4
2141	81	equipment status	2
2143	112	equipment status	2
2144	76	equipment status	3
2145	86	equipment status	1
2146	99	equipment status	5
2147	81	equipment status	1
2148	82	wind speed	2
2149	81	timing	1
2150	82	Timing	2
2151	88	equipment status	1
2152	89	equipment status	1
2153	123	equipment status	1
2154	91	equipment status	1
2155	79	equipment status	6
2156	79	temperature	26
2157	105	equipment status	1
2158	82	equipment status	1
2159	95	equipment status	1
2160	79	equipment status	4
2161	79	temperature	26
2162	116	equipment status	4
2163	102	wind speed	4
2164	102	Timing	6
2165	101	timing	1
2166	101	equipment status	1
2167	101	equipment status	1
2168	117	equipment status	1
2169	83	equipment status	1
2170	98	equipment status	2
2171	110	equipment status	1
2172	112	equipment status	2
2173	97	equipment status	1
2174	84	equipment status	1
2175	97	equipment status	2
2176	112	equipment status	2
2177	102	equipment status	1
2180	106	equipment status	1
2181	102	equipment status	2
2182	108	equipment status	2
2183	107	equipment status	2
2184	116	equipment status	4
2185	111	equipment status	2
2186	112	equipment status	2
2187	122	equipment status	1
2188	110	equipment status	1
2189	119	equipment status	1
2190	74	equipment status	2
2191	111	equipment status	2
2192	74	equipment status	2
2193	99	temperature	20
2194	109	equipment status	2
2195	91	equipment status	2
2196	116	temperature	20
2197	111	equipment status	2
2198	77	equipment status	1
2199	98	equipment status	1
2200	74	equipment status	1
2201	78	equipment status	1
2202	111	equipment status	1
2203	99	equipment status	5
2204	98	equipment status	1
2205	79	temperature	26
2206	99	temperature	twenty four
2207	74	equipment status	1
2208	75	equipment status	1
2209	76	equipment status	1
2210	113	equipment status	2
2211	101	equipment status	1
2212	82	equipment status	1
2213	81	equipment status	1
2214	115	equipment status	1
2215	82	equipment status	1
2216	91	equipment status	2
2217	75	equipment status	2
2218	74	equipment status	2
2219	111	equipment status	2
2220	114	screen brightness	5
2221	75	equipment status	1
2225	82	wind speed	4
2226	83	model	2
2227	79	temperature	26
2228	79	Timing	5
2229	99	equipment status	1
2230	99	equipment status	4
2231	99	temperature	26
2232	103	equipment status	1
2233	82	equipment status	1
2234	82	wind speed	1
2235	76	equipment status	2
2236	98	equipment status	1
2237	98	screen brightness	5
2238	106	equipment status	1
2239	109	equipment status	1
2240	116	temperature	26
2241	111	equipment status	2
2242	73	equipment status	1
2243	79	equipment status	3
2244	114	equipment status	1
2245	98	screen brightness	1
2246	121	equipment status	2
2247	116	equipment status	1
2248	82	equipment status	1
2249	91	equipment status	1
2250	112	equipment status	1
2251	86	equipment status	1
2252	92	equipment status	1
2253	111	equipment status	2
2254	106	equipment status	2
2255	74	equipment status	1
2256	78	screen brightness	6
2257	84	equipment status	1
2258	77	equipment status	9
2259	88	equipment status	1
2260	106	equipment status	1
2261	85	equipment status	2
2262	113	equipment status	2
2263	107	equipment status	2
2264	120	volume	11
2265	96	equipment status	2
2266	90	equipment status	1
2267	90	equipment status	1
2268	75	equipment status	1
2269	117	equipment status	1
2270	99	equipment status	1
2271	102	equipment status	1
2272	97	equipment status	1
2273	107	equipment status	1
2274	109	equipment status	1
2275	99	wind speed	1
2276	101	timing	5
2277	98	screen brightness	7
2278	104	equipment status	2
2279	101	equipment status	2
2280	121	equipment status	2
2281	112	equipment status	2
2282	95	equipment status	2
2283	75	equipment status	2
2284	86	equipment status	1
2285	83	model	2
2286	114	equipment status	1
2287	118	equipment status	1
2288	115	timing	4
2289	114	screen brightness	4
2290	122	equipment status	1
2291	113	equipment status	1
2293	73	equipment status	1
2294	75	equipment status	2
2295	75	equipment status	2
2296	75	equipment status	2
2297	77	equipment status	2
2298	79	equipment status	1
2299	95	equipment status	2
2300	107	equipment status	2
2301	95	equipment status	1
2302	95	equipment status	2
2303	95	equipment status	2
2304	95	equipment status	2
2305	121	equipment status	2
2306	110	equipment status	1
2307	117	equipment status	2
2308	117	equipment status	2
2309	111	equipment status	2
2310	107	equipment status	2
2311	121	equipment status	1
2312	91	equipment status	2
2313	115	equipment status	1
2314	91	equipment status	1
2315	107	equipment status	1
2316	106	equipment status	1
2317	76	equipment status	2
2318	111	equipment status	2
2319	112	equipment status	1
2320	115	equipment status	1
2321	112	equipment status	2
2322	113	equipment status	2
2323	115	equipment status	1
2324	101	timing	1
2325	106	equipment status	1
2326	109	equipment status	1
2327	109	equipment status	1
2328	108	equipment status	1
2329	79	equipment status	4
2330	84	equipment status	1
2331	90	equipment status	1
2332	91	equipment status	1
2333	74	equipment status	2
2334	74	equipment status	2
2335	122	equipment status	1
2336	121	equipment status	1
2337	99	equipment status	4
2338	83	model	2
2339	90	equipment status	1
2340	95	equipment status	2
2341	99	equipment status	4
2342	99	temperature	28
2343	99	wind speed	4
2344	101	equipment status	1
2345	110	equipment status	1
2346	121	equipment status	1
2347	122	equipment status	1
2348	114	equipment status	1
2349	89	equipment status	1
2350	102	equipment status	1
2351	102	Timing	3
2352	110	equipment status	1
2353	111	equipment status	2
2354	112	equipment status	1
2355	111	equipment status	1
2356	119	equipment status	1
2357	120	equipment status	1
2358	117	equipment status	1
2359	99	equipment status	1
2360	82	equipment status	1
2361	82	wind speed	4
2362	81	equipment status	1
2363	83	equipment status	1
2364	83	model	1
2365	95	equipment status	2
2366	101	timing	1
2367	101	equipment status	1
2368	99	equipment status	4
2369	99	wind speed	4
2370	113	equipment status	3
2371	117	equipment status	1
2372	112	equipment status	1
2373	116	equipment status	1
2374	77	equipment status	1
2375	91	equipment status	2
2376	112	equipment status	1
2377	110	equipment status	1
2378	113	equipment status	2
2379	114	screen brightness	8
2380	115	equipment status	2
2381	114	screen brightness	4
2382	76	equipment status	4
2383	91	equipment status	2
2384	79	equipment status	1
2385	76	equipment status	4
2386	77	equipment status	2
2387	77	equipment status	1
2388	95	equipment status	2
2389	104	equipment status	2
2390	116	equipment status	1
2391	106	equipment status	1
2392	117	equipment status	1
2393	115	equipment status	2
2394	111	equipment status	2
2395	99	wind speed	1
2396	84	equipment status	2
2397	79	temperature	25
2398	77	equipment status	2
2399	75	equipment status	1
