
t_condition
conditionId	deviceId	attribute	compareType	standardValue
1265	118	equipment status	1	1
1266	118	meteorological	1	7
1267	117	equipment status	1	1
1268	121	equipment status	1	1
1269	110	equipment status	1	1
1270	73	PM2.5 concentration	2	2
1271	123	meteorological	1	1
1272	73	PM2.5 concentration	2	2
1273	123	meteorological	1	1
1274	73	PM2.5 concentration	2	2
1275	73	PM2.5 concentration	2	2
1276	78	equipment status	1	1
1277	88	temperature	2	28
1278	88	temperature	3	5
1279	79	equipment status	1	4
1280	94	equipment status	1	1
1281	109	equipment status	1	1
1282	98	equipment status	1	1
1283	100	Human detection	1	2
1284	95	equipment status	1	1
1285	105	equipment status	1	2
1286	119	temperature	2	30
1287	118	meteorological	1	1
1288	117	equipment status	1	1
1289	114	equipment status	1	1
1290	121	equipment status	1	2
1291	119	temperature	5	5
1292	89	smoke detection	1	1
1293	115	equipment status	1	1
1294	78	equipment status	1	1
1295	114	equipment status	1	1
1296	98	equipment status	1	1
1297	112	equipment status	1	1
1298	90	equipment status	1	1
1299	98	equipment status	1	1
1300	73	PM2.5 concentration	2	2
1301	73	PM2.5 concentration	2	3
1302	88	temperature	2	25
1303	79	equipment status	1	1
1304	88	temperature	2	twenty two
1305	88	temperature	3	30
1306	88	temperature	2	28
1307	88	temperature	3	25
1308	94	equipment status	1	1
1309	94	equipment status	1	1
1310	91	equipment status	1	1
1311	78	equipment status	1	1
1313	79	equipment status	1	4
1314	80	Human detection	1	2
1315	123	meteorological	1	6
1316	121	equipment status	1	2
1317	121	equipment status	1	2
1318	109	equipment status	1	1
1319	78	equipment status	1	1
1322	112	equipment status	1	1
1323	119	temperature	2	26
1324	119	temperature	3	10
1326	88	temperature	2	26
1327	88	temperature	3	10
1328	80	Human detection	1	1
1329	112	equipment status	1	2
1330	118	meteorological	1	4
1331	116	wind speed	1	1
1332	118	meteorological	1	6
1333	120	volume	1	9
1334	73	PM2.5 concentration	4	3
1335	94	equipment status	1	1
1336	94	equipment status	1	2
1337	109	equipment status	1	1
1338	100	Human detection	1	2
1339	100	Human detection	1	1
1340	99	equipment status	1	1
1341	105	temperature	3	10
1342	105	temperature	4	20
1347	119	temperature	4	32
1348	119	temperature	5	15
1349	112	equipment status	1	2
1350	112	equipment status	1	1
1351	119	temperature	5	10
1352	119	temperature	5	10
1353	73	PM2.5 concentration	1	3
1354	80	Human detection	1	1
1355	89	smoke detection	1	1
1356	80	Human detection	1	2
1357	80	Human detection	1	2
1358	80	Human detection	1	2
1359	123	meteorological	1	6
1360	100	Human detection	1	1
1361	100	Human detection	1	2
1362	105	temperature	4	32
1363	105	temperature	5	15
1366	100	Human detection	1	1
1367	88	temperature	3	25
1368	88	temperature	2	28
1369	75	equipment status	1	1
1372	74	equipment status	1	1
1373	75	equipment status	1	1
1374	96	equipment status	1	1
1375	74	equipment status	1	1
1376	97	equipment status	1	1
1377	99	equipment status	1	1
1378	121	equipment status	1	1
1379	98	equipment status	1	1
1380	74	equipment status	1	1
1381	75	equipment status	1	1
1382	75	equipment status	1	1
1383	75	equipment status	1	1
1384	103	equipment status	1	1
1385	75	equipment status	1	1
1386	79	equipment status	1	4
1387	121	equipment status	1	1
1388	109	equipment status	1	1
1389	109	equipment status	1	2
1390	74	equipment status	1	1
1391	78	equipment status	1	1
1392	120	equipment status	1	1
1393	111	equipment status	1	2
1394	95	equipment status	1	1
1395	118	meteorological	1	4
1396	118	meteorological	1	7
1397	98	equipment status	1	1
1398	80	Human detection	1	2
1399	80	Human detection	1	1
1400	119	temperature	5	15
1401	123	meteorological	1	4
1403	79	temperature	4	28
1404	74	equipment status	1	1
1405	88	temperature	5	15
1406	84	equipment status	1	1
1407	87	equipment status	1	1
1408	89	equipment status	1	1
1409	100	Human detection	1	1
1410	95	equipment status	1	2
1411	110	equipment status	1	1
1412	111	equipment status	1	2
1419	112	equipment status	1	1
1420	73	PM2.5 concentration	4	2
1421	87	equipment status	1	1
1423	94	equipment status	1	1
1425	89	smoke detection	1	1
1426	109	equipment status	1	1
1427	105	temperature	4	30
1428	100	Human detection	1	1
1429	98	equipment status	1	1
1430	105	temperature	5	15
1431	100	Human detection	1	1
1432	109	equipment status	1	1
1433	120	equipment status	1	1
1434	98	equipment status	1	1
1435	104	equipment status	1	1
1436	118	meteorological	1	4
1439	85	equipment status	2	1
1440	101	timing	3	1
1441	119	temperature	5	0
1442	119	temperature	4	-10
1443	119	temperature	5	10
1444	119	temperature	4	0
1445	119	temperature	5	-10
1446	116	wind speed	4	2
1447	99	wind speed	4	2
1448	91	equipment status	1	1
1449	114	screen brightness	1	10
1450	87	equipment status	1	1
1451	87	equipment status	1	1
1452	100	equipment status	1	1
1453	87	equipment status	1	1
1454	100	equipment status	1	1
1455	91	equipment status	1	1
1456	87	equipment status	1	1
1457	100	equipment status	1	1
1458	91	equipment status	1	1
1459	117	equipment status	1	1
1460	87	equipment status	1	1
1461	100	equipment status	1	1
1462	91	equipment status	1	1
1463	117	equipment status	1	1
1464	97	equipment status	1	1
1465	100	equipment status	1	1
1466	102	wind speed	1	1
1467	119	temperature	3	28
1468	122	equipment status	1	1
1469	104	equipment status	1	1
1470	92	equipment status	1	1
1471	91	equipment status	1	1
1472	101	Storage water volume (%)	1	78
1473	112	equipment status	1	1
1474	121	equipment status	1	1
1475	98	equipment status	1	1
1476	90	volume	1	1
1477	113	equipment status	1	1
1478	109	equipment status	1	1
1479	102	equipment status	1	1
1480	110	equipment status	1	1
1481	97	equipment status	1	1
1484	88	temperature	2	29
1485	73	PM2.5 concentration	1	3
1487	88	temperature	5	17
1488	100	Human detection	1	1
1489	105	temperature	2	29
1490	118	meteorological	1	6
1491	118	meteorological	1	4
1492	120	equipment status	1	1
1493	119	temperature	5	10
1494	100	Human detection	1	1
1495	89	smoke detection	1	1
1496	80	Human detection	1	1
1497	94	equipment status	1	1
1498	108	equipment status	1	1
1499	123	meteorological	1	1
1500	78	equipment status	4	1
1501	102	equipment status	1	1
1502	87	equipment status	1	1
1503	118	meteorological	1	7
1504	73	PM2.5 concentration	1	5
1506	122	equipment status	1	2
1507	84	equipment status	1	1
1508	111	equipment status	1	1
1509	98	equipment status	1	1
1510	87	equipment status	1	1
1511	78	screen brightness	4	7
1512	88	temperature	4	27
1513	88	temperature	5	32
1514	80	Human detection	1	1
1515	80	Human detection	1	1
1516	88	temperature	5	15
1518	73	PM2.5 concentration	4	3
1520	80	Human detection	1	1
1521	78	equipment status	1	1
1522	119	temperature	4	33
1523	100	Human detection	1	1
1524	120	equipment status	1	1
1525	117	equipment status	1	1
1526	118	meteorological	1	1
1527	118	meteorological	1	6
1528	118	meteorological	1	5
1529	73	PM2.5 concentration	4	3
1530	89	smoke detection	1	1
1531	88	temperature	4	33
1532	123	meteorological	1	1
1533	80	Human detection	1	1
1534	99	equipment status	1	4
1535	98	equipment status	1	1
1536	104	equipment status	1	1
1537	105	temperature	4	33
1538	107	equipment status	1	2
1539	86	equipment status	1	1
1540	118	meteorological	1	7
1542	110	equipment status	2	1
1549	119	temperature	2	twenty three
1550	118	meteorological	1	1
1551	119	temperature	5	28
1552	118	meteorological	1	4
1553	118	meteorological	1	5
1554	118	meteorological	1	6
1555	118	meteorological	1	1
1556	111	equipment status	1	1
1557	120	equipment status	1	2
1558	122	equipment status	1	1
1559	119	temperature	5	15
1560	114	equipment status	1	1
1561	110	equipment status	1	2
1562	121	equipment status	1	2
1563	119	temperature	4	28
1564	113	equipment status	1	1
1565	119	temperature	5	16
1566	117	equipment status	1	2
1567	114	equipment status	1	2
1568	73	PM2.5 concentration	3	2
1569	78	volume	5	7
1570	78	screen brightness	5	9
1571	87	equipment status	1	1
1572	75	equipment status	1	1
1573	80	Human detection	1	1
1574	81	equipment status	1	1
1576	79	equipment status	1	1
1577	84	equipment status	1	1
1578	89	smoke detection	1	1
1579	98	screen brightness	1	4
1580	99	equipment status	1	1
1581	107	equipment status	1	1
1582	101	timing	4	1
1583	100	Human detection	1	2
1584	111	equipment status	1	1
1585	112	equipment status	1	1
1587	118	equipment status	1	1
1588	115	equipment status	1	1
1589	73	PM2.5 concentration	1	1
1591	106	equipment status	1	2
1592	79	equipment status	1	4
1593	79	equipment status	1	3
1594	84	equipment status	1	1
1595	79	equipment status	1	6
1596	88	temperature	2	35
1597	88	temperature	3	15
1598	105	temperature	2	35
1599	100	Human detection	1	1
1600	105	temperature	3	15
1601	105	temperature	3	15
1602	100	Human detection	1	2
1603	100	Human detection	1	2
1604	100	Human detection	1	2
1605	119	temperature	2	35
1606	118	meteorological	1	4
1607	118	meteorological	1	6
1608	118	meteorological	1	7
1609	116	equipment status	1	4
1610	73	PM2.5 concentration	3	1
1611	116	equipment status	1	4
1612	78	volume	3	4
1613	116	equipment status	1	3
1614	81	Storage water volume (%)	2	100
1615	118	meteorological	1	5
1616	123	meteorological	1	1
1617	90	volume	2	18
1618	80	Human detection	1	1
1619	89	smoke detection	1	1
1620	79	temperature	5	26
1621	83	model	1	1
1622	75	equipment status	1	1
1623	104	equipment status	1	1
1624	98	screen brightness	2	1
1625	99	temperature	4	26
1626	102	wind speed	1	1
1627	101	Storage water volume (%)	1	50
1628	106	equipment status	1	1
1629	98	equipment status	1	1
1630	103	equipment status	1	1
1631	97	equipment status	1	2
1632	107	equipment status	1	1
1633	109	equipment status	1	1
1634	110	equipment status	1	1
1635	112	equipment status	1	1
1636	114	volume	2	6
1637	114	screen brightness	2	9
1638	117	equipment status	1	1
1639	110	equipment status	1	1
1640	113	equipment status	1	1
1641	120	equipment status	1	1
1642	116	wind speed	1	1
1643	122	equipment status	1	1
1644	92	equipment status	1	1
1645	89	smoke detection	1	1
1646	88	temperature	5	10
1647	123	meteorological	1	1
1648	80	Human detection	1	1
1649	123	meteorological	1	6
1650	123	meteorological	1	7
1651	105	temperature	3	10
1652	100	Human detection	1	1
1653	105	temperature	2	30
1654	100	Human detection	1	1
1655	101	Storage water volume (%)	5	15
1656	100	Human detection	1	2
1657	100	Human detection	1	2
1658	100	Human detection	1	2
1659	108	equipment status	1	1
1660	100	Human detection	1	2
1661	107	equipment status	1	2
1662	119	temperature	3	15
1663	118	meteorological	1	1
1664	111	equipment status	1	1
1665	118	meteorological	1	4
1666	119	temperature	2	28
1667	118	meteorological	1	7
1668	118	meteorological	1	7
1679	118	meteorological	1	4
1680	90	volume	1	16
1681	90	equipment status	1	1
1682	80	Human detection	1	1
1683	88	temperature	2	30
1684	81	equipment status	1	1
1685	84	equipment status	1	1
1686	80	Human detection	1	2
1687	94	equipment status	1	2
1688	80	Human detection	1	1
1689	89	equipment status	1	2
1690	98	equipment status	1	1
1691	119	temperature	3	18
1692	118	meteorological	1	1
1693	111	equipment status	1	2
1694	114	equipment status	1	1
1695	123	meteorological	1	1
1696	123	meteorological	1	2
1697	123	meteorological	1	3
1698	123	meteorological	1	4
1699	123	meteorological	1	5
1700	123	meteorological	1	6
1701	123	meteorological	1	7
1702	100	Human detection	1	1
1703	116	equipment status	6	1
1704	117	equipment status	1	1
1705	118	meteorological	1	5
1706	118	meteorological	1	5
1707	117	equipment status	1	1
1708	119	temperature	3	18
1709	80	Human detection	1	2
1710	80	Human detection	1	1
1711	103	equipment status	1	1
1712	119	temperature	5	13
1713	99	equipment status	6	1
1714	104	equipment status	1	1
1715	89	smoke detection	1	1
1716	100	Human detection	1	1
1717	100	Human detection	1	1
1718	105	temperature	4	28
1719	109	equipment status	1	1
1720	100	Human detection	1	2
1721	118	meteorological	1	6
1722	114	equipment status	1	1
1723	120	equipment status	1	1
1724	118	meteorological	1	1
1725	112	equipment status	1	1
1726	73	PM2.5 concentration	4	3
1727	74	equipment status	1	2
1728	80	Human detection	1	1
1729	88	temperature	2	30
1730	123	meteorological	1	4
1731	94	equipment status	1	1
1732	80	Human detection	1	1
1733	78	equipment status	1	1
1734	88	temperature	3	10
1735	109	equipment status	1	1
1736	105	temperature	2	30
1737	100	Human detection	1	1
1738	109	equipment status	1	1
1739	100	Human detection	1	2
1740	105	temperature	5	5
1741	118	meteorological	1	4
1742	119	temperature	2	30
1743	114	equipment status	1	1
1744	118	meteorological	1	1
1745	116	equipment status	1	4
1746	110	equipment status	1	1
1747	100	Human detection	1	2
1748	94	equipment status	1	1
1749	87	equipment status	1	1
1750	123	meteorological	1	6
1751	78	equipment status	1	1
1752	109	equipment status	1	1
1753	100	Human detection	1	1
1754	101	Storage water volume (%)	3	5
1755	100	Human detection	1	1
1756	105	temperature	2	28
1757	100	Human detection	1	2
1758	118	meteorological	1	4
1759	118	meteorological	1	6
1760	118	meteorological	1	1
1761	121	equipment status	1	2
1762	110	equipment status	1	1
1763	114	equipment status	1	1
1764	121	equipment status	1	2
1765	110	equipment status	1	2
1766	73	PM2.5 concentration	2	1
1767	100	Human detection	1	1
1768	118	meteorological	6	1
1769	94	equipment status	1	1
1770	94	equipment status	1	1
1771	95	equipment status	1	1
1775	73	PM2.5 concentration	4	3
1776	88	temperature	4	26
1777	121	equipment status	1	2
1778	100	Human detection	1	1
1779	80	Human detection	1	1
1780	75	equipment status	1	2
1781	100	Human detection	1	2
1782	116	equipment status	1	5
1784	118	meteorological	1	5
1785	74	equipment status	1	1
1786	77	equipment status	1	1
1787	79	temperature	1	26
1788	101	timing	1	1
1789	98	screen brightness	1	5
1790	83	model	1	1
1791	88	temperature	1	25
1792	90	volume	1	18
1793	106	equipment status	1	1
1794	107	equipment status	1	1
1795	103	equipment status	1	1
1796	97	equipment status	1	1
1797	110	equipment status	1	1
1798	113	equipment status	1	1
1799	115	timing	1	1
1800	118	meteorological	1	1
1801	119	temperature	1	twenty four
1802	121	equipment status	1	1
1803	122	equipment status	1	1
1805	73	PM2.5 concentration	4	3
1806	80	Human detection	1	1
1807	80	Human detection	1	1
1808	79	equipment status	1	4
1809	79	equipment status	1	3
1810	94	equipment status	1	1
1811	100	Human detection	1	1
1812	100	Human detection	1	1
1813	105	temperature	3	20
1814	107	equipment status	1	1
1815	95	equipment status	1	1
1816	100	Human detection	1	1
1817	119	temperature	2	25
1818	118	meteorological	1	4
1819	118	meteorological	1	7
1820	121	equipment status	1	2
1821	120	equipment status	1	1
1822	119	temperature	3	15
1823	123	meteorological	1	4
1824	123	meteorological	1	7
1825	79	equipment status	1	3
1826	79	equipment status	1	4
1827	80	Human detection	1	2
1828	78	equipment status	1	1
1829	123	meteorological	1	1
1830	100	Human detection	1	1
1831	100	Human detection	1	1
1832	89	smoke detection	1	1
1833	80	Human detection	1	1
1834	90	volume	4	16
1835	118	meteorological	1	1
1836	112	equipment status	1	1
1837	116	equipment status	1	4
1861	74	equipment status	1	1
1862	74	equipment status	1	1
1863	74	equipment status	1	1
1864	73	PM2.5 concentration	2	3
1865	91	equipment status	1	1
1867	91	equipment status	1	1
1868	91	equipment status	1	1
1869	95	equipment status	1	1
1870	95	equipment status	1	1
1871	87	equipment status	1	1
1872	95	equipment status	1	1
1873	95	equipment status	1	2
1874	88	temperature	2	28
1875	98	equipment status	1	1
1876	88	temperature	3	10
1877	98	equipment status	1	1
1878	110	equipment status	1	1
1879	94	equipment status	1	1
1880	110	equipment status	1	1
1881	80	Human detection	1	1
1882	110	equipment status	1	1
1883	111	equipment status	1	1
1884	111	equipment status	1	1
1885	89	smoke detection	1	1
1886	114	equipment status	1	1
1887	100	Human detection	1	1
1888	105	temperature	2	28
1889	105	temperature	3	10
1890	95	equipment status	1	2
1891	119	temperature	4	28
1892	119	temperature	5	10
1893	118	meteorological	1	4
1894	118	meteorological	1	6
1895	118	meteorological	1	1
1896	123	meteorological	1	1
1897	74	equipment status	3	1
1898	73	PM2.5 concentration	2	1
1899	73	PM2.5 concentration	2	3
1900	73	PM2.5 concentration	2	3
1901	73	PM2.5 concentration	2	2
1902	74	equipment status	2	1
1903	75	equipment status	1	1
1904	76	equipment status	1	1
1905	77	equipment status	1	1
1906	95	equipment status	1	1
1907	98	equipment status	1	1
1908	99	wind speed	3	1
1909	100	equipment status	1	1
1910	102	equipment status	1	1
1911	104	equipment status	1	1
1912	112	equipment status	1	1
1913	116	wind speed	1	1
1914	117	equipment status	1	1
1915	118	equipment status	1	1
1916	121	equipment status	2	1
1917	120	equipment status	1	1
1918	79	temperature	1	26
1919	74	equipment status	1	1
1920	85	equipment status	1	1
1921	91	equipment status	1	1
1922	90	equipment status	1	1
1923	89	equipment status	1	1
1924	95	equipment status	1	1
1925	96	equipment status	1	1
1926	97	equipment status	1	1
1927	98	equipment status	1	1
1928	99	equipment status	1	2
1929	100	equipment status	1	1
1930	110	equipment status	1	1
1931	111	equipment status	1	1
1932	112	equipment status	1	1
1933	113	equipment status	1	1
1934	114	equipment status	1	1
1935	115	equipment status	1	1
1936	73	PM2.5 concentration	4	3
1937	80	Human detection	1	1
1938	73	PM2.5 concentration	4	3
1939	80	Human detection	1	2
1940	80	Human detection	1	2
1941	89	smoke detection	1	1
1942	75	equipment status	1	2
1943	80	Human detection	1	1
1944	78	equipment status	1	1
1945	91	equipment status	1	2
1946	94	equipment status	1	1
1947	78	equipment status	1	1
1948	79	equipment status	1	4
1949	109	equipment status	1	1
1950	98	equipment status	1	1
1951	99	equipment status	1	4
1952	101	Storage water volume (%)	3	5
1953	100	Human detection	1	1
1954	118	meteorological	1	1
1955	119	temperature	2	32
1956	119	temperature	3	8
1957	121	equipment status	1	2
1958	114	equipment status	1	1
1959	79	temperature	1	26
1960	73	PM2.5 concentration	4	4
1961	98	screen brightness	1	1
1962	74	equipment status	1	1
1963	121	equipment status	1	1
1964	73	PM2.5 concentration	4	4
1965	76	equipment status	1	1
1966	77	equipment status	1	1
1967	116	temperature	4	29
1968	89	smoke detection	1	1
1969	78	equipment status	1	1
1970	79	equipment status	1	4
1971	79	equipment status	1	6
1974	121	equipment status	1	2
1975	73	PM2.5 concentration	4	5
1976	80	Human detection	1	1
1977	94	equipment status	1	2
1978	91	equipment status	1	2
1979	109	equipment status	1	1
1980	85	equipment status	1	1
1981	80	equipment status	1	1
1982	80	Human detection	1	1
1983	88	temperature	4	30
1984	123	meteorological	1	4
1985	80	Human detection	1	1
1986	100	equipment status	1	1
1987	73	PM2.5 concentration	2	1
1988	100	Human detection	1	1
1989	88	temperature	4	30
1990	123	meteorological	1	1
1991	80	Human detection	1	1
1992	119	temperature	4	28
1993	102	equipment status	1	1
1994	106	equipment status	1	1
1995	118	meteorological	1	5
1996	80	Human detection	1	1
1997	109	equipment status	1	2
1998	111	equipment status	1	2
1999	100	Human detection	1	1
2000	80	Human detection	4	1
2001	95	equipment status	1	2
2002	118	meteorological	1	6
2003	100	Human detection	1	1
2006	108	equipment status	1	1
2007	100	Human detection	1	2
2008	109	equipment status	1	2
2009	100	Human detection	1	2
2010	119	temperature	4	30
2011	118	meteorological	1	1
2012	121	equipment status	1	1
2013	123	meteorological	4	4
2014	118	meteorological	4	4
2015	123	meteorological	4	4
2016	105	temperature	4	29
2017	100	Human detection	1	2
2018	86	equipment status	1	1
2019	119	temperature	4	29
2020	118	meteorological	1	7
2021	76	equipment status	1	2
2022	97	equipment status	1	1
2023	75	equipment status	1	1
2024	77	equipment status	1	1
2025	112	equipment status	1	1
2026	107	equipment status	1	1
2027	107	equipment status	1	1
2028	88	temperature	2	28
2029	105	temperature	2	28
2030	74	equipment status	1	1
2031	75	equipment status	1	1
2032	76	equipment status	5	1
2033	119	temperature	3	18
2034	100	Human detection	1	1
2035	89	smoke detection	1	1
2036	79	equipment status	1	4
2037	116	equipment status	1	4
2038	73	PM2.5 concentration	4	4
2039	87	equipment status	1	2
2040	87	equipment status	1	1
2041	79	equipment status	1	4
2042	116	equipment status	1	4
2043	121	equipment status	1	2
2044	74	equipment status	1	1
2048	82	equipment status	1	1
2049	83	equipment status	1	1
2050	88	temperature	2	33
2051	95	equipment status	1	1
2052	105	temperature	4	33
2053	105	temperature	5	10
2054	73	PM2.5 concentration	4	3
2055	89	smoke detection	1	1
2056	100	Human detection	1	1
2057	100	Human detection	1	1
2058	119	temperature	4	26
2059	118	meteorological	1	6
2060	118	meteorological	1	5
2061	73	PM2.5 concentration	1	1
2062	88	temperature	2	26
2063	110	equipment status	1	1
2064	98	equipment status	1	1
2065	121	equipment status	1	1
2066	117	equipment status	1	1
2067	73	PM2.5 concentration	1	4
2068	80	Human detection	1	1
2069	111	equipment status	1	1
2070	89	smoke detection	1	1
2071	94	equipment status	1	1
2072	117	equipment status	1	1
2073	106	equipment status	1	1
2074	74	equipment status	1	1
2075	80	equipment status	1	1
2076	88	equipment status	1	1
2077	94	equipment status	4	1
2078	123	meteorological	1	1
2079	106	equipment status	1	2
2080	85	equipment status	1	1
2081	113	equipment status	1	4
2082	113	equipment status	1	3
2083	107	equipment status	1	1
2084	120	volume	3	11
2085	96	equipment status	1	1
2086	78	equipment status	1	1
2087	87	equipment status	1	1
2088	123	meteorological	1	1
2089	119	temperature	3	10
2090	103	equipment status	1	1
2091	95	equipment status	1	1
2092	96	equipment status	1	1
2093	99	temperature	1	20
2094	106	equipment status	1	1
2095	108	equipment status	1	1
2096	102	wind speed	1	1
2097	99	equipment status	1	4
2098	95	equipment status	1	1
2099	110	equipment status	1	1
2100	118	meteorological	1	7
2101	104	equipment status	1	1
2102	87	equipment status	1	1
2103	80	Human detection	1	1
2104	85	equipment status	1	1
2105	110	equipment status	1	1
2106	112	equipment status	1	1
2107	114	equipment status	1	1
2108	120	equipment status	1	1
2109	119	equipment status	1	1
2110	121	equipment status	1	1
2112	74	equipment status	2	1
2113	79	temperature	3	twenty two
2114	78	screen brightness	1	6
2115	82	equipment status	1	1
2116	78	equipment status	1	1
2117	84	equipment status	1	1
2118	97	equipment status	1	2
2119	104	equipment status	1	1
2120	97	equipment status	1	1
2121	101	equipment status	1	1
2122	102	equipment status	1	1
2123	103	equipment status	1	1
2124	110	equipment status	1	2
2125	121	equipment status	1	2
2126	113	equipment status	1	1
2127	116	equipment status	1	1
2128	118	meteorological	1	6
2129	100	Human detection	1	2
2130	118	meteorological	1	3
2131	74	equipment status	1	1
2132	114	equipment status	1	1
2133	94	equipment status	1	1
2134	109	equipment status	1	1
2135	100	Human detection	1	1
2136	75	equipment status	1	1
2137	112	equipment status	1	2
2138	120	equipment status	1	1
2139	116	equipment status	1	5
2140	121	equipment status	1	1
2141	112	equipment status	1	2
2142	114	equipment status	1	1
2143	109	equipment status	1	1
2144	108	equipment status	1	1
2145	107	equipment status	1	1
2146	107	equipment status	1	1
2147	106	equipment status	1	1
2148	105	temperature	1	25
2149	106	equipment status	1	1
2150	104	equipment status	1	1
2151	103	equipment status	1	1
2152	102	Timing	1	1
2153	101	timing	1	1
2154	101	Storage water volume (%)	1	20
2155	109	equipment status	1	1
2156	108	equipment status	1	1
2157	107	equipment status	1	1
2158	106	equipment status	1	1
2159	105	temperature	1	25
2160	104	equipment status	1	1
2161	103	equipment status	1	1
2162	80	Human detection	1	1
2163	88	temperature	4	30
2164	80	Human detection	1	1
2165	88	temperature	5	10
2166	92	equipment status	1	1
2167	91	equipment status	1	1
2168	90	equipment status	1	1
2169	89	equipment status	1	1
2170	87	equipment status	1	1
2171	86	equipment status	1	1
2172	123	meteorological	1	4
2173	123	meteorological	1	7
2174	122	equipment status	1	1
2175	121	equipment status	1	1
2176	120	equipment status	1	1
2177	119	equipment status	1	1
2178	118	equipment status	1	1
2179	117	equipment status	1	1
2180	116	temperature	1	25
2181	100	Human detection	1	1
2182	105	temperature	4	30
2183	83	equipment status	1	1
2184	100	Human detection	1	1
2185	100	equipment status	1	1
2186	99	equipment status	1	4
2187	111	equipment status	1	2
2188	112	equipment status	1	2
2189	73	PM2.5 concentration	2	2
2190	100	Human detection	1	1
2191	121	equipment status	1	1
2192	118	meteorological	1	1
2193	121	equipment status	1	2
2194	113	equipment status	1	2
2195	103	equipment status	1	1
2196	80	Human detection	1	1
2197	73	PM2.5 concentration	2	2
2198	100	Human detection	1	1
2199	105	temperature	2	30
2200	118	meteorological	1	5
2201	117	equipment status	1	1
2202	78	equipment status	1	1
2203	120	equipment status	1	1
2204	121	equipment status	1	2
2205	119	temperature	3	20
2206	112	equipment status	1	1
2207	115	Storage water volume (%)	3	20
2208	121	equipment status	1	2
2209	85	equipment status	1	1
2210	86	equipment status	1	1
2211	74	equipment status	1	1
2212	79	equipment status	1	4
2213	78	equipment status	1	2
2214	78	equipment status	1	1
2215	103	equipment status	1	1
2216	100	Human detection	1	2
2217	111	equipment status	1	1
2218	100	Human detection	1	1
2219	120	equipment status	1	1
2220	118	meteorological	1	3
2221	118	meteorological	1	4
2222	105	temperature	3	twenty four
2223	74	equipment status	1	1
2224	75	equipment status	1	1
2225	75	equipment status	1	1
2226	75	equipment status	1	1
